frame,timestamp,anchor_to_bottom_lip_top_center,thresh_1,thresh_2,thresh_3,thresh_4,thresh_5
388,12.934176445023905,62.67308988133769,Closed,Closed,Closed,Closed,Closed
389,12.96751195132551,68.8119387353623,Closed,Closed,Closed,Closed,Closed
390,13.00084745762712,64.33292614629086,Closed,Closed,Closed,Closed,Closed
391,13.034182963928728,72.27571850242916,Open,Closed,Closed,Closed,Closed
392,13.067518470230334,71.8475702755776,Open,Closed,Closed,Closed,Closed
393,13.100853976531942,79.38155363293035,Open,Open,Closed,Closed,Closed
394,13.13418948283355,84.05724092448315,Open,Open,Open,Closed,Closed
395,13.167524989135158,90.20721087949995,Open,Open,Open,Closed,Closed
396,13.200860495436766,93.48112678996974,Open,Open,Open,Open,Closed
397,13.234196001738374,90.64120629123607,Open,Open,Open,Open,Closed
398,13.267531508039982,91.56691692048676,Open,Open,Open,Open,Closed
399,13.30086701434159,92.53953223642525,Open,Open,Open,Open,Closed
400,13.334202520643196,90.85336976330338,Open,Open,Open,Open,Closed
401,13.367538026944809,87.92741650710786,Open,Open,Open,Closed,Closed
402,13.400873533246417,89.17202208364716,Open,Open,Open,Closed,Closed
403,13.434209039548024,87.70106279300131,Open,Open,Open,Closed,Closed
404,13.46754454584963,87.5172777675088,Open,Open,Open,Closed,Closed
405,13.500880052151238,85.5625501465751,Open,Open,Open,Closed,Closed
406,13.534215558452846,86.6232255123179,Open,Open,Open,Closed,Closed
407,13.567551064754454,85.27299730440464,Open,Open,Open,Closed,Closed
408,13.600886571056062,81.59087243356073,Open,Open,Closed,Closed,Closed
409,13.63422207735767,81.53920262974026,Open,Open,Closed,Closed,Closed
410,13.667557583659278,76.63156488223203,Open,Closed,Closed,Closed,Closed
411,13.700893089960886,78.18268430922974,Open,Open,Closed,Closed,Closed
412,13.734228596262492,77.3796222511481,Open,Open,Closed,Closed,Closed
413,13.7675641025641,77.74679476642541,Open,Open,Closed,Closed,Closed
414,13.80089960886571,72.97752241301217,Open,Closed,Closed,Closed,Closed
415,13.83423511516732,72.00916414865874,Open,Closed,Closed,Closed,Closed
416,13.867570621468928,72.47336001442835,Open,Closed,Closed,Closed,Closed
417,13.900906127770536,77.02171814781943,Open,Open,Closed,Closed,Closed
418,13.934241634072142,82.77999048703688,Open,Open,Closed,Closed,Closed
419,13.96757714037375,85.07089085078908,Open,Open,Open,Closed,Closed
420,14.000912646675358,91.25637353852592,Open,Open,Open,Open,Closed
421,14.034248152976966,92.59844948896836,Open,Open,Open,Open,Closed
422,14.067583659278574,95.654684252758,Open,Open,Open,Open,Closed
423,14.100919165580182,94.22466190070814,Open,Open,Open,Open,Closed
424,14.13425467188179,92.14134880349911,Open,Open,Open,Open,Closed
425,14.167590178183396,94.1220248253758,Open,Open,Open,Open,Closed
426,14.200925684485004,92.12358310319804,Open,Open,Open,Open,Closed
427,14.234261190786611,88.41870744032664,Open,Open,Open,Closed,Closed
428,14.26759669708822,87.42006027215686,Open,Open,Open,Closed,Closed
429,14.30093220338983,87.83071623348215,Open,Open,Open,Closed,Closed
430,14.33426770969144,86.0356715201987,Open,Open,Open,Closed,Closed
431,14.367603215993046,79.79314614071468,Open,Open,Closed,Closed,Closed
432,14.400938722294654,77.86423554309178,Open,Open,Closed,Closed,Closed
433,14.434274228596262,75.91179749486729,Open,Closed,Closed,Closed,Closed
434,14.46760973489787,75.59456148674582,Open,Closed,Closed,Closed,Closed
435,14.500945241199478,71.9399017641168,Open,Closed,Closed,Closed,Closed
436,14.534280747501086,69.72266527224014,Open,Closed,Closed,Closed,Closed
437,14.567616253802694,70.17304807821387,Open,Closed,Closed,Closed,Closed
438,14.600951760104302,71.81910786360862,Open,Closed,Closed,Closed,Closed
439,14.63428726640591,70.24180099032228,Open,Closed,Closed,Closed,Closed
440,14.667622772707515,68.7403288441582,Closed,Closed,Closed,Closed,Closed
441,14.700958279009123,82.46044139201585,Open,Open,Closed,Closed,Closed
442,14.734293785310737,84.90671778297687,Open,Open,Open,Closed,Closed
443,14.767629291612344,83.78953829580207,Open,Open,Open,Closed,Closed
444,14.80096479791395,84.08161438356122,Open,Open,Open,Closed,Closed
445,14.834300304215558,87.89823785126467,Open,Open,Open,Closed,Closed
446,14.867635810517166,85.71567262703692,Open,Open,Open,Closed,Closed
447,14.900971316818774,85.36325080013161,Open,Open,Open,Closed,Closed
448,14.934306823120382,79.13844935307344,Open,Open,Closed,Closed,Closed
449,14.96764232942199,75.63676463938671,Open,Closed,Closed,Closed,Closed
450,15.000977835723598,72.6736009772397,Open,Closed,Closed,Closed,Closed
451,15.034313342025206,80.5506123921611,Open,Open,Closed,Closed,Closed
452,15.067648848326812,83.95290423101001,Open,Open,Open,Closed,Closed
453,15.10098435462842,86.6499085673963,Open,Open,Open,Closed,Closed
454,15.13431986093003,88.64701555668444,Open,Open,Open,Closed,Closed
455,15.167655367231635,89.89712448929752,Open,Open,Open,Closed,Closed
456,15.200990873533248,87.72422034461931,Open,Open,Open,Closed,Closed
457,15.234326379834854,87.87008113298444,Open,Open,Open,Closed,Closed
458,15.267661886136462,86.35619066523361,Open,Open,Open,Closed,Closed
459,15.30099739243807,82.55545458946997,Open,Open,Closed,Closed,Closed
460,15.334332898739678,81.1890702510552,Open,Open,Closed,Closed,Closed
461,15.367668405041286,78.72183372504178,Open,Open,Closed,Closed,Closed
462,15.401003911342894,80.63922062108722,Open,Open,Closed,Closed,Closed
463,15.434339417644502,77.1201712381621,Open,Open,Closed,Closed,Closed
464,15.46767492394611,77.04298988623033,Open,Open,Closed,Closed,Closed
465,15.501010430247716,73.8044482140039,Open,Closed,Closed,Closed,Closed
466,15.534345936549323,70.30065668657767,Open,Closed,Closed,Closed,Closed
467,15.567681442850931,66.65326817779143,Closed,Closed,Closed,Closed,Closed
468,15.60101694915254,69.43109741082418,Closed,Closed,Closed,Closed,Closed
469,15.63435245545415,65.62261232295963,Closed,Closed,Closed,Closed,Closed
470,15.66768796175576,69.6023081671045,Closed,Closed,Closed,Closed,Closed
471,15.701023468057366,75.46397070298596,Open,Closed,Closed,Closed,Closed
472,15.734358974358974,80.30240684702781,Open,Open,Closed,Closed,Closed
473,15.767694480660582,86.64653088814363,Open,Open,Open,Closed,Closed
474,15.80102998696219,89.52956049652735,Open,Open,Open,Closed,Closed
475,15.834365493263798,91.88832636286152,Open,Open,Open,Open,Closed
476,15.867700999565406,90.417316890479,Open,Open,Open,Closed,Closed
477,15.901036505867014,90.8534265806484,Open,Open,Open,Open,Closed
478,15.93437201216862,89.76372100725408,Open,Open,Open,Closed,Closed
479,15.96770751847023,88.47321856536703,Open,Open,Open,Closed,Closed
480,16.00104302477184,86.96770322452761,Open,Open,Open,Closed,Closed
481,16.034378531073447,86.49252389675834,Open,Open,Open,Closed,Closed
482,16.067714037375055,81.7266583896172,Open,Open,Closed,Closed,Closed
483,16.101049543676663,81.29524241089955,Open,Open,Closed,Closed,Closed
484,16.13438504997827,79.23306081372863,Open,Open,Closed,Closed,Closed
485,16.16772055627988,79.91831330653613,Open,Open,Closed,Closed,Closed
486,16.201056062581486,78.78058593220442,Open,Open,Closed,Closed,Closed
487,16.234391568883094,78.7744307774528,Open,Open,Closed,Closed,Closed
488,16.267727075184702,76.54817919590764,Open,Closed,Closed,Closed,Closed
489,16.30106258148631,71.36642878306677,Open,Closed,Closed,Closed,Closed
490,16.334398087787918,69.28739277447197,Closed,Closed,Closed,Closed,Closed
491,16.367733594089525,65.5011585702827,Closed,Closed,Closed,Closed,Closed
492,16.401069100391133,66.95102662065467,Closed,Closed,Closed,Closed,Closed
493,16.43440460669274,70.90670424176005,Open,Closed,Closed,Closed,Closed
494,16.46774011299435,79.58271593624431,Open,Open,Closed,Closed,Closed
495,16.501075619295957,83.63387459473307,Open,Open,Open,Closed,Closed
496,16.534411125597565,88.97443881562165,Open,Open,Open,Closed,Closed
497,16.567746631899173,93.44060452646184,Open,Open,Open,Open,Closed
498,16.60108213820078,94.29886394231984,Open,Open,Open,Open,Closed
499,16.63441764450239,95.94159153181477,Open,Open,Open,Open,Closed
500,16.667753150803996,93.8246108202321,Open,Open,Open,Open,Closed
501,16.701088657105604,91.0352922475367,Open,Open,Open,Open,Closed
502,16.734424163407212,91.59464255564905,Open,Open,Open,Open,Closed
503,16.767759669708823,89.96372958948706,Open,Open,Open,Closed,Closed
504,16.80109517601043,89.31059775744146,Open,Open,Open,Closed,Closed
505,16.83443068231204,87.96501087749664,Open,Open,Open,Closed,Closed
506,16.867766188613647,83.9159486179185,Open,Open,Open,Closed,Closed
507,16.901101694915255,80.26903718021882,Open,Open,Closed,Closed,Closed
508,16.934437201216863,81.7617666606513,Open,Open,Closed,Closed,Closed
509,16.96777270751847,78.20602149338546,Open,Open,Closed,Closed,Closed
510,17.00110821382008,76.60620790253586,Open,Closed,Closed,Closed,Closed
511,17.034443720121686,75.56291381137592,Open,Closed,Closed,Closed,Closed
512,17.067779226423294,74.75290939345697,Open,Closed,Closed,Closed,Closed
513,17.101114732724902,74.10184221020216,Open,Closed,Closed,Closed,Closed
514,17.13445023902651,74.61647170336583,Open,Closed,Closed,Closed,Closed
515,17.167785745328118,68.50048119339984,Closed,Closed,Closed,Closed,Closed
516,17.201121251629726,77.04372245325537,Open,Open,Closed,Closed,Closed
517,17.234456757931333,76.94550424665792,Open,Open,Closed,Closed,Closed
518,17.26779226423294,83.52412669594018,Open,Open,Closed,Closed,Closed
519,17.30112777053455,88.17656160749553,Open,Open,Open,Closed,Closed
520,17.334463276836157,93.2069980456551,Open,Open,Open,Open,Closed
521,17.367798783137765,92.4321492356201,Open,Open,Open,Open,Closed
522,17.401134289439373,94.3893126277543,Open,Open,Open,Open,Closed
523,17.43446979574098,93.7934075889318,Open,Open,Open,Open,Closed
524,17.46780530204259,94.3101147632338,Open,Open,Open,Open,Closed
525,17.501140808344196,92.92494366546646,Open,Open,Open,Open,Closed
526,17.534476314645804,90.23914410226902,Open,Open,Open,Closed,Closed
527,17.567811820947412,91.80347462717124,Open,Open,Open,Open,Closed
528,17.60114732724902,88.81337401347037,Open,Open,Open,Closed,Closed
529,17.634482833550628,87.26095499312373,Open,Open,Open,Closed,Closed
530,17.667818339852236,84.63761596204952,Open,Open,Open,Closed,Closed
531,17.701153846153847,80.66429831255653,Open,Open,Closed,Closed,Closed
532,17.734489352455455,75.67227460679891,Open,Closed,Closed,Closed,Closed
533,17.767824858757063,74.66286561512605,Open,Closed,Closed,Closed,Closed
534,17.80116036505867,73.57007956731306,Open,Closed,Closed,Closed,Closed
535,17.83449587136028,71.09323778628799,Open,Closed,Closed,Closed,Closed
536,17.867831377661886,73.99685575044475,Open,Closed,Closed,Closed,Closed
537,17.901166883963494,67.61407620981936,Closed,Closed,Closed,Closed,Closed
538,17.934502390265102,68.00598831490501,Closed,Closed,Closed,Closed,Closed
539,17.96783789656671,69.62333160633716,Closed,Closed,Closed,Closed,Closed
540,18.001173402868318,68.98729763202935,Closed,Closed,Closed,Closed,Closed
541,18.03450890916993,74.61908136524065,Open,Closed,Closed,Closed,Closed
542,18.067844415471537,83.62530330707082,Open,Open,Closed,Closed,Closed
543,18.10117992177314,91.17847051084595,Open,Open,Open,Open,Closed
544,18.13451542807475,96.33922682530792,Open,Open,Open,Open,Closed
545,18.167850934376357,94.57801964075756,Open,Open,Open,Open,Closed
546,18.201186440677965,96.7510242443383,Open,Open,Open,Open,Closed
547,18.234521946979573,96.54845299105318,Open,Open,Open,Open,Closed
548,18.26785745328118,93.71735403192876,Open,Open,Open,Open,Closed
549,18.30119295958279,93.90314615305968,Open,Open,Open,Open,Closed
550,18.334528465884397,91.99226790740916,Open,Open,Open,Open,Closed
551,18.367863972186004,91.53624889998564,Open,Open,Open,Open,Closed
552,18.401199478487612,89.87095997793128,Open,Open,Open,Closed,Closed
553,18.43453498478922,87.90312216274788,Open,Open,Open,Closed,Closed
554,18.467870491090828,87.31638892911857,Open,Open,Open,Closed,Closed
555,18.501205997392436,89.11015110124386,Open,Open,Open,Closed,Closed
556,18.534541503694044,85.51204644437564,Open,Open,Open,Closed,Closed
557,18.56787700999565,81.90249930047325,Open,Open,Closed,Closed,Closed
558,18.601212516297263,75.79657271765089,Open,Closed,Closed,Closed,Closed
559,18.63454802259887,73.609373232983,Open,Closed,Closed,Closed,Closed
560,18.66788352890048,71.13509561785683,Open,Closed,Closed,Closed,Closed
561,18.701219035202087,70.99197535550923,Open,Closed,Closed,Closed,Closed
562,18.734554541503694,70.99197535550923,Open,Closed,Closed,Closed,Closed
563,18.767890047805302,70.3036319060374,Open,Closed,Closed,Closed,Closed
564,18.80122555410691,72.55976806044706,Open,Closed,Closed,Closed,Closed
565,18.83456106040852,75.89315346118468,Open,Closed,Closed,Closed,Closed
566,18.86789656671013,84.33336065407025,Open,Open,Open,Closed,Closed
567,18.901232073011737,92.46290740434878,Open,Open,Open,Open,Closed
568,18.93456757931334,96.00318566015974,Open,Open,Open,Open,Closed
569,18.96790308561495,97.47738236817816,Open,Open,Open,Open,Closed
570,19.001238591916557,98.13180318191344,Open,Open,Open,Open,Open
571,19.034574098218165,97.75479742743984,Open,Open,Open,Open,Open
572,19.067909604519773,94.051616619751,Open,Open,Open,Open,Closed
573,19.10124511082138,94.04375448453304,Open,Open,Open,Open,Closed
574,19.13458061712299,92.04500178074196,Open,Open,Open,Open,Closed
575,19.167916123424597,91.15899493012547,Open,Open,Open,Open,Closed
576,19.201251629726205,91.55735169374913,Open,Open,Open,Open,Closed
577,19.234587136027812,87.48119440177577,Open,Open,Open,Closed,Closed
578,19.26792264232942,87.02455991209773,Open,Open,Open,Closed,Closed
579,19.301258148631028,87.04029937017503,Open,Open,Open,Closed,Closed
580,19.334593654932636,84.22649500695957,Open,Open,Open,Closed,Closed
581,19.367929161234244,77.23439331856582,Open,Open,Closed,Closed,Closed
582,19.40126466753585,72.45528955423678,Open,Closed,Closed,Closed,Closed
583,19.43460017383746,71.88718418257326,Open,Closed,Closed,Closed,Closed
584,19.467935680139068,83.0882953944975,Open,Open,Closed,Closed,Closed
585,19.50127118644068,75.43467675657257,Open,Closed,Closed,Closed,Closed
586,19.534606692742287,78.69129233177237,Open,Open,Closed,Closed,Closed
587,19.567942199043895,82.17547243010513,Open,Open,Closed,Closed,Closed
588,19.601277705345503,81.6360652609215,Open,Open,Closed,Closed,Closed
589,19.63461321164711,85.13661254408777,Open,Open,Open,Closed,Closed
590,19.66794871794872,81.80640662623782,Open,Open,Closed,Closed,Closed
591,19.70128422425033,81.56235972048873,Open,Open,Closed,Closed,Closed
592,19.734619730551938,83.95392090578721,Open,Open,Open,Closed,Closed
593,19.767955236853545,83.83414928755275,Open,Open,Open,Closed,Closed
594,19.80129074315515,87.01097795889653,Open,Open,Open,Closed,Closed
595,19.83462624945676,87.05732875484625,Open,Open,Open,Closed,Closed
596,19.867961755758365,83.86006392445306,Open,Open,Open,Closed,Closed
597,19.901297262059973,82.94569700452152,Open,Open,Closed,Closed,Closed
598,19.93463276836158,86.48430386470761,Open,Open,Open,Closed,Closed
599,19.96796827466319,82.21786875887588,Open,Open,Closed,Closed,Closed
600,20.001303780964797,83.23105000758835,Open,Open,Closed,Closed,Closed
601,20.034639287266405,85.1002529134753,Open,Open,Open,Closed,Closed
602,20.067974793568013,88.59456627914862,Open,Open,Open,Closed,Closed
603,20.10131029986962,90.40529507382766,Open,Open,Open,Closed,Closed
604,20.13464580617123,91.67427644127034,Open,Open,Open,Open,Closed
605,20.167981312472836,92.44169587005888,Open,Open,Open,Open,Closed
606,20.201316818774444,89.40500718520511,Open,Open,Open,Closed,Closed
607,20.234652325076052,89.51280136939292,Open,Open,Open,Closed,Closed
608,20.26798783137766,89.07362149797021,Open,Open,Open,Closed,Closed
609,20.301323337679268,92.86500697389864,Open,Open,Open,Open,Closed
610,20.334658843980876,89.31059775744146,Open,Open,Open,Closed,Closed
611,20.367994350282483,91.88241656806406,Open,Open,Open,Open,Closed
612,20.401329856584095,90.02515037110922,Open,Open,Open,Closed,Closed
613,20.434665362885703,91.35367861620156,Open,Open,Open,Open,Closed
614,20.46800086918731,91.8513994027936,Open,Open,Open,Open,Closed
615,20.50133637548892,91.05563724254976,Open,Open,Open,Open,Closed
616,20.534671881790526,87.59646633677038,Open,Open,Open,Closed,Closed
617,20.568007388092138,92.49163665157056,Open,Open,Open,Open,Closed
618,20.601342894393746,88.51255353593882,Open,Open,Open,Closed,Closed
619,20.63467840069535,90.4092061604081,Open,Open,Open,Closed,Closed
620,20.66801390699696,91.4986797244461,Open,Open,Open,Open,Closed
621,20.70134941329857,93.04016979538284,Open,Open,Open,Open,Closed
622,20.734684919600173,93.48395645648432,Open,Open,Open,Open,Closed
623,20.76802042590178,93.40999652106088,Open,Open,Open,Open,Closed
624,20.80135593220339,89.40800402052608,Open,Open,Open,Closed,Closed
625,20.834691438504997,88.50928841646933,Open,Open,Open,Closed,Closed
626,20.868026944806605,91.3964500102086,Open,Open,Open,Open,Closed
627,20.901362451108213,92.17235985450122,Open,Open,Open,Open,Closed
628,20.93469795740982,91.56373406091306,Open,Open,Open,Open,Closed
629,20.96803346371143,90.09464255564905,Open,Open,Open,Closed,Closed
630,21.001368970013036,90.07643669072796,Open,Open,Open,Closed,Closed
631,21.034704476314644,88.83705722201337,Open,Open,Open,Closed,Closed
632,21.068039982616252,85.94570557791128,Open,Open,Open,Closed,Closed
633,21.10137548891786,85.75248240426114,Open,Open,Open,Closed,Closed
634,21.134710995219468,85.3465884907295,Open,Open,Open,Closed,Closed
635,21.168046501521076,83.23160873079075,Open,Open,Closed,Closed,Closed
636,21.201382007822684,86.04427644910007,Open,Open,Open,Closed,Closed
637,21.23471751412429,88.26016745209517,Open,Open,Open,Closed,Closed
638,21.2680530204259,89.93758881423312,Open,Open,Open,Closed,Closed
639,21.30138852672751,88.70566662287266,Open,Open,Open,Closed,Closed
640,21.33472403302912,91.5710880678185,Open,Open,Open,Open,Closed
641,21.368059539330726,91.56845027579178,Open,Open,Open,Open,Closed
642,21.401395045632334,88.89980794588358,Open,Open,Open,Closed,Closed
643,21.434730551933946,90.21091306932456,Open,Open,Open,Closed,Closed
644,21.46806605823555,94.37639112972764,Open,Open,Open,Open,Closed
645,21.50140156453716,91.81809907214463,Open,Open,Open,Open,Closed
646,21.53473707083877,93.47114584074512,Open,Open,Open,Open,Closed
647,21.568072577140377,91.6646106128976,Open,Open,Open,Open,Closed
648,21.60140808344198,93.29312248788486,Open,Open,Open,Open,Closed
649,21.63474358974359,95.77083567209276,Open,Open,Open,Open,Closed
650,21.668079096045197,91.82136016284804,Open,Open,Open,Open,Closed
651,21.701414602346805,91.54843074017931,Open,Open,Open,Open,Closed
652,21.734750108648413,91.05124296844927,Open,Open,Open,Open,Closed
653,21.76808561495002,91.59175083453432,Open,Open,Open,Open,Closed
654,21.80142112125163,92.38393268600883,Open,Open,Open,Open,Closed
655,21.834756627553237,90.89852422935904,Open,Open,Open,Open,Closed
656,21.868092133854844,91.95610113468663,Open,Open,Open,Open,Closed
657,21.901427640156452,89.9525053708233,Open,Open,Open,Closed,Closed
658,21.93476314645806,90.5070480050778,Open,Open,Open,Closed,Closed
659,21.968098652759668,90.41393267237576,Open,Open,Open,Closed,Closed
660,22.001434159061276,88.0444779873052,Open,Open,Open,Closed,Closed
661,22.034769665362884,91.04675130017336,Open,Open,Open,Open,Closed
662,22.06810517166449,89.91088085604856,Open,Open,Open,Closed,Closed
663,22.1014406779661,89.87233661293752,Open,Open,Open,Closed,Closed
664,22.134776184267707,90.46674706925418,Open,Open,Open,Closed,Closed
665,22.168111690569315,88.36858764925944,Open,Open,Open,Closed,Closed
666,22.201447196870923,89.02875980784614,Open,Open,Open,Closed,Closed
667,22.234782703172534,93.41424874985069,Open,Open,Open,Open,Closed
668,22.268118209474142,88.32693748781611,Open,Open,Open,Closed,Closed
669,22.30145371577575,89.38365311408239,Open,Open,Open,Closed,Closed
670,22.33478922207736,88.93741340714958,Open,Open,Open,Closed,Closed
671,22.36812472837897,89.4072744499267,Open,Open,Open,Closed,Closed
672,22.401460234680577,88.82065775209338,Open,Open,Open,Closed,Closed
673,22.43479574098218,91.13472238302307,Open,Open,Open,Open,Closed
674,22.46813124728379,90.05130245755404,Open,Open,Open,Closed,Closed
675,22.501466753585397,90.50412284315016,Open,Open,Open,Closed,Closed
676,22.534802259887005,92.01319069854632,Open,Open,Open,Open,Closed
677,22.568137766188613,94.59920714324092,Open,Open,Open,Open,Closed
678,22.60147327249022,90.9616697808444,Open,Open,Open,Open,Closed
679,22.63480877879183,88.31973054290853,Open,Open,Open,Closed,Closed
680,22.668144285093437,92.84596571033372,Open,Open,Open,Open,Closed
681,22.701479791395045,91.44738750682627,Open,Open,Open,Open,Closed
682,22.734815297696652,91.45070949923236,Open,Open,Open,Open,Closed
683,22.76815080399826,90.82064431277504,Open,Open,Open,Open,Closed
684,22.801486310299868,93.91306388554736,Open,Open,Open,Open,Closed
685,22.834821816601476,90.55284578533256,Open,Open,Open,Closed,Closed
686,22.868157322903084,93.99295024269844,Open,Open,Open,Open,Closed
687,22.90149282920469,90.37317956076964,Open,Open,Open,Closed,Closed
688,22.9348283355063,93.25128396395452,Open,Open,Open,Open,Closed
689,22.968163841807907,91.33408869393324,Open,Open,Open,Open,Closed
690,23.001499348109515,91.37297135757008,Open,Open,Open,Open,Closed
691,23.034834854411123,92.44416192166956,Open,Open,Open,Open,Closed
692,23.06817036071273,91.85411189017904,Open,Open,Open,Open,Closed
693,23.10150586701434,89.47189896966816,Open,Open,Open,Closed,Closed
694,23.13484137331595,90.337962781815,Open,Open,Open,Closed,Closed
695,23.16817687961756,91.75171666059995,Open,Open,Open,Open,Closed
696,23.20151238591917,90.37317956076964,Open,Open,Open,Closed,Closed
697,23.234847892220778,91.8033099409306,Open,Open,Open,Open,Closed
698,23.268183398522385,89.75905009444428,Open,Open,Open,Closed,Closed
699,23.30151890482399,87.78286099543794,Open,Open,Open,Closed,Closed
700,23.3348544111256,90.78853291599114,Open,Open,Open,Open,Closed
701,23.368189917427205,90.24086990165408,Open,Open,Open,Closed,Closed
702,23.401525423728813,89.77476384925015,Open,Open,Open,Closed,Closed
703,23.43486093003042,89.23708377769948,Open,Open,Open,Closed,Closed
704,23.46819643633203,90.2844825268526,Open,Open,Open,Closed,Closed
705,23.501531942633637,88.27842914432239,Open,Open,Open,Closed,Closed
706,23.534867448935245,90.36450986340606,Open,Open,Open,Closed,Closed
707,23.568202955236853,87.29486307051377,Open,Open,Open,Closed,Closed
708,23.60153846153846,89.2028898213672,Open,Open,Open,Closed,Closed
709,23.63487396784007,87.86411707656525,Open,Open,Open,Closed,Closed
710,23.668209474141676,92.27739659791268,Open,Open,Open,Open,Closed
711,23.701544980443284,89.26144173660158,Open,Open,Open,Closed,Closed
712,23.734880486744892,88.84289174726257,Open,Open,Open,Closed,Closed
713,23.7682159930465,87.34263828342137,Open,Open,Open,Closed,Closed
714,23.801551499348108,86.7199888333279,Open,Open,Open,Closed,Closed
715,23.834887005649716,89.83677190917984,Open,Open,Open,Closed,Closed
716,23.868222511951323,87.29486307051377,Open,Open,Open,Closed,Closed
717,23.90155801825293,87.28719776168711,Open,Open,Open,Closed,Closed
718,23.93489352455454,88.26539932827677,Open,Open,Open,Closed,Closed
719,23.968229030856147,90.80260624518344,Open,Open,Open,Open,Closed
720,24.001564537157755,86.37470724656409,Open,Open,Open,Closed,Closed
721,24.034900043459366,85.05010006360708,Open,Open,Open,Closed,Closed
722,24.068235549760978,83.89357835365394,Open,Open,Open,Closed,Closed
723,24.101571056062586,86.59321070261387,Open,Open,Open,Closed,Closed
724,24.13490656236419,93.49990295490603,Open,Open,Open,Open,Closed
725,24.1682420686658,93.31704597210296,Open,Open,Open,Open,Closed
726,24.20157757496741,93.70569755554382,Open,Open,Open,Open,Closed
727,24.234913081269013,93.21328702365231,Open,Open,Open,Open,Closed
728,24.26824858757062,89.62027173227133,Open,Open,Open,Closed,Closed
729,24.30158409387223,83.9934494548223,Open,Open,Open,Closed,Closed
730,24.334919600173837,84.61975860339894,Open,Open,Open,Closed,Closed
731,24.368255106475445,86.73048217139731,Open,Open,Open,Closed,Closed
732,24.401590612777053,89.65774438254883,Open,Open,Open,Closed,Closed
733,24.43492611907866,92.2879710631817,Open,Open,Open,Open,Closed
734,24.46826162538027,87.45289124996887,Open,Open,Open,Closed,Closed
735,24.501597131681876,84.61847578025605,Open,Open,Open,Closed,Closed
736,24.534932637983484,85.76475438585268,Open,Open,Open,Closed,Closed
737,24.568268144285092,88.51318935101884,Open,Open,Open,Closed,Closed
738,24.6016036505867,86.18812567567102,Open,Open,Open,Closed,Closed
739,24.634939156888308,80.58494026506429,Open,Open,Closed,Closed,Closed
740,24.668274663189916,82.12340557059767,Open,Open,Closed,Closed,Closed
741,24.701610169491524,79.12806178475682,Open,Open,Closed,Closed,Closed
742,24.73494567579313,85.79477344547718,Open,Open,Open,Closed,Closed
743,24.76828118209474,84.84428567796269,Open,Open,Open,Closed,Closed
744,24.801616688396347,83.91825906806523,Open,Open,Open,Closed,Closed
745,24.834952194697955,75.94132892093063,Open,Closed,Closed,Closed,Closed
746,24.868287700999563,84.70663173251191,Open,Open,Open,Closed,Closed
747,24.90162320730117,80.50328933131973,Open,Open,Closed,Closed,Closed
748,24.934958713602786,85.46510520733295,Open,Open,Open,Closed,Closed
749,24.96829421990439,83.38746035107854,Open,Open,Closed,Closed,Closed
750,25.001629726206,84.59243852647607,Open,Open,Open,Closed,Closed
751,25.03496523250761,86.5844156950609,Open,Open,Open,Closed,Closed
752,25.068300738809217,87.64562523467058,Open,Open,Open,Closed,Closed
753,25.10163624511082,90.55936190603325,Open,Open,Open,Closed,Closed
754,25.13497175141243,90.02061455666649,Open,Open,Open,Closed,Closed
755,25.168307257714037,88.15201296558254,Open,Open,Open,Closed,Closed
756,25.201642764015645,91.67554352759134,Open,Open,Open,Open,Closed
757,25.234978270317253,88.98705730029522,Open,Open,Open,Closed,Closed
758,25.26831377661886,88.65471394420771,Open,Open,Open,Closed,Closed
759,25.30164928292047,87.36781119930305,Open,Open,Open,Closed,Closed
760,25.334984789222077,80.60619726697973,Open,Open,Closed,Closed,Closed
761,25.368320295523684,74.54703641029207,Open,Closed,Closed,Closed,Closed
762,25.401655801825292,71.3674950748348,Open,Closed,Closed,Closed,Closed
763,25.4349913081269,71.2185748886679,Open,Closed,Closed,Closed,Closed
764,25.468326814428508,70.08981131297693,Open,Closed,Closed,Closed,Closed
765,25.501662320730116,67.82327720818402,Closed,Closed,Closed,Closed,Closed
766,25.534997827031724,67.78261042141118,Closed,Closed,Closed,Closed,Closed
767,25.56833333333333,68.10097974619745,Closed,Closed,Closed,Closed,Closed
768,25.60166883963494,73.60276840196423,Open,Closed,Closed,Closed,Closed
769,25.635004345936547,80.47060131948263,Open,Open,Closed,Closed,Closed
770,25.668339852238155,85.14988818438346,Open,Open,Open,Closed,Closed
771,25.701675358539763,89.68948450990243,Open,Open,Open,Closed,Closed
772,25.73501086484137,95.66701607453476,Open,Open,Open,Open,Closed
773,25.76834637114298,92.9591892759974,Open,Open,Open,Open,Closed
774,25.801681877444587,91.28589957694771,Open,Open,Open,Open,Closed
775,25.8350173837462,89.36044895372629,Open,Open,Open,Closed,Closed
776,25.86835289004781,90.80699699039668,Open,Open,Open,Open,Closed
777,25.901688396349417,88.80732341034359,Open,Open,Open,Closed,Closed
778,25.93502390265102,87.88330682767614,Open,Open,Open,Closed,Closed
779,25.96835940895263,86.68033109273486,Open,Open,Open,Closed,Closed
780,26.001694915254237,87.67177886979078,Open,Open,Open,Closed,Closed
781,26.035030421555845,84.78049582317934,Open,Open,Open,Closed,Closed
782,26.068365927857453,86.20355996977807,Open,Open,Open,Closed,Closed
