frame,timestamp,aspect_ratio_top_lip_heigh_to_mouth_width,thresh_1,thresh_2,thresh_3,thresh_4,thresh_5
374,12.467479356801393,0.0798897857010629,Open,Closed,Closed,Closed,Closed
375,12.500814863103,0.0857383819894754,Open,Closed,Closed,Closed,Closed
376,12.534150369404609,0.1034694773051507,Open,Open,Closed,Closed,Closed
377,12.567485875706216,0.1008694405782038,Open,Open,Closed,Closed,Closed
378,12.600821382007824,0.1088283601570868,Open,Open,Closed,Closed,Closed
379,12.63415688830943,0.0993927711478476,Open,Open,Closed,Closed,Closed
380,12.667492394611038,0.1060716478429834,Open,Open,Closed,Closed,Closed
381,12.700827900912646,0.1113702857613835,Open,Open,Closed,Closed,Closed
382,12.734163407214254,0.1087724342999329,Open,Open,Closed,Closed,Closed
383,12.767498913515862,0.1408876290600214,Open,Open,Open,Open,Closed
384,12.80083441981747,0.1512559853145286,Open,Open,Open,Open,Closed
385,12.834169926119078,0.1379231111659024,Open,Open,Open,Open,Closed
386,12.867505432420684,0.1281378504290911,Open,Open,Open,Closed,Closed
387,12.900840938722292,0.1112160871475069,Open,Open,Closed,Closed,Closed
388,12.934176445023905,0.0982721858525336,Open,Open,Closed,Closed,Closed
389,12.96751195132551,0.1327718901028461,Open,Open,Open,Closed,Closed
390,13.00084745762712,0.1253280598109142,Open,Open,Open,Closed,Closed
391,13.034182963928728,0.0904638048900556,Open,Open,Closed,Closed,Closed
392,13.067518470230334,0.0919696518323442,Open,Open,Closed,Closed,Closed
393,13.100853976531942,0.1010674348694819,Open,Open,Closed,Closed,Closed
394,13.13418948283355,0.1131796134979075,Open,Open,Open,Closed,Closed
395,13.167524989135158,0.1110786277303674,Open,Open,Closed,Closed,Closed
396,13.200860495436766,0.1019609012660202,Open,Open,Closed,Closed,Closed
397,13.234196001738374,0.0841617754926037,Open,Closed,Closed,Closed,Closed
398,13.267531508039982,0.0990265946270727,Open,Open,Closed,Closed,Closed
399,13.30086701434159,0.1040434711325657,Open,Open,Closed,Closed,Closed
400,13.334202520643196,0.0887813708696629,Open,Closed,Closed,Closed,Closed
401,13.367538026944809,0.1087178247969516,Open,Open,Closed,Closed,Closed
402,13.400873533246417,0.096264600451147,Open,Open,Closed,Closed,Closed
403,13.434209039548024,0.0929444736701059,Open,Open,Closed,Closed,Closed
404,13.46754454584963,0.1148332256496002,Open,Open,Open,Closed,Closed
405,13.500880052151238,0.129442515453258,Open,Open,Open,Closed,Closed
406,13.534215558452846,0.1229260453521687,Open,Open,Open,Closed,Closed
407,13.567551064754454,0.1300579793384526,Open,Open,Open,Closed,Closed
408,13.600886571056062,0.1355284525750676,Open,Open,Open,Closed,Closed
409,13.63422207735767,0.1416394309331329,Open,Open,Open,Open,Closed
410,13.667557583659278,0.1582491965830414,Open,Open,Open,Open,Closed
411,13.700893089960886,0.1630081840390382,Open,Open,Open,Open,Open
412,13.734228596262492,0.1701343598496103,Open,Open,Open,Open,Open
413,13.7675641025641,0.1177799217909746,Open,Open,Open,Closed,Closed
414,13.80089960886571,0.1175783456197884,Open,Open,Open,Closed,Closed
415,13.83423511516732,0.0994245182769478,Open,Open,Closed,Closed,Closed
416,13.867570621468928,0.0988541463179763,Open,Open,Closed,Closed,Closed
417,13.900906127770536,0.0789752736709753,Open,Closed,Closed,Closed,Closed
418,13.934241634072142,0.0864813404998534,Open,Closed,Closed,Closed,Closed
419,13.96757714037375,0.0913977727278882,Open,Open,Closed,Closed,Closed
420,14.000912646675358,0.0838273644284909,Open,Closed,Closed,Closed,Closed
421,14.034248152976966,0.0924284656126206,Open,Open,Closed,Closed,Closed
422,14.067583659278574,0.0998851297380879,Open,Open,Closed,Closed,Closed
423,14.100919165580182,0.0916814844910492,Open,Open,Closed,Closed,Closed
424,14.13425467188179,0.098320706827704,Open,Open,Closed,Closed,Closed
425,14.167590178183396,0.1068138869195343,Open,Open,Closed,Closed,Closed
426,14.200925684485004,0.1199998032791722,Open,Open,Open,Closed,Closed
427,14.234261190786611,0.1136740847211102,Open,Open,Open,Closed,Closed
428,14.26759669708822,0.1092783759713334,Open,Open,Closed,Closed,Closed
429,14.30093220338983,0.0918034684711788,Open,Open,Closed,Closed,Closed
430,14.33426770969144,0.116657212288183,Open,Open,Open,Closed,Closed
431,14.367603215993046,0.126112091042554,Open,Open,Open,Closed,Closed
432,14.400938722294654,0.1099203085276061,Open,Open,Closed,Closed,Closed
433,14.434274228596262,0.1324589879152972,Open,Open,Open,Closed,Closed
434,14.46760973489787,0.1273224487615598,Open,Open,Open,Closed,Closed
435,14.500945241199478,0.1135191522966249,Open,Open,Open,Closed,Closed
436,14.534280747501086,0.1241533683114712,Open,Open,Open,Closed,Closed
437,14.567616253802694,0.109036854627722,Open,Open,Closed,Closed,Closed
438,14.600951760104302,0.1065667249988081,Open,Open,Closed,Closed,Closed
439,14.63428726640591,0.1077589310532696,Open,Open,Closed,Closed,Closed
440,14.667622772707515,0.1100861797735665,Open,Open,Closed,Closed,Closed
441,14.700958279009123,0.1160715806781914,Open,Open,Open,Closed,Closed
442,14.734293785310737,0.1005896574938226,Open,Open,Closed,Closed,Closed
443,14.767629291612344,0.1082905822158107,Open,Open,Closed,Closed,Closed
444,14.80096479791395,0.1013492373249583,Open,Open,Closed,Closed,Closed
445,14.834300304215558,0.1259369641959505,Open,Open,Open,Closed,Closed
446,14.867635810517166,0.1114509012349444,Open,Open,Closed,Closed,Closed
447,14.900971316818774,0.106255402305023,Open,Open,Closed,Closed,Closed
448,14.934306823120382,0.1269975919410156,Open,Open,Open,Closed,Closed
449,14.96764232942199,0.1145007718261765,Open,Open,Open,Closed,Closed
450,15.000977835723598,0.1110136348060887,Open,Open,Closed,Closed,Closed
451,15.034313342025206,0.094355098909113,Open,Open,Closed,Closed,Closed
452,15.067648848326812,0.1081553276219437,Open,Open,Closed,Closed,Closed
453,15.10098435462842,0.1110092974180044,Open,Open,Closed,Closed,Closed
454,15.13431986093003,0.1021773337436174,Open,Open,Closed,Closed,Closed
455,15.167655367231635,0.1125122723126961,Open,Open,Closed,Closed,Closed
456,15.200990873533248,0.1089314454964469,Open,Open,Closed,Closed,Closed
457,15.234326379834854,0.0857158337837786,Open,Closed,Closed,Closed,Closed
458,15.267661886136462,0.0991292539135321,Open,Open,Closed,Closed,Closed
459,15.30099739243807,0.1097723246647675,Open,Open,Closed,Closed,Closed
460,15.334332898739678,0.1237945440779361,Open,Open,Open,Closed,Closed
461,15.367668405041286,0.1413926790888372,Open,Open,Open,Open,Closed
462,15.401003911342894,0.1379025996367586,Open,Open,Open,Open,Closed
463,15.434339417644502,0.143500714491248,Open,Open,Open,Open,Closed
464,15.46767492394611,0.1498605371417841,Open,Open,Open,Open,Closed
465,15.501010430247716,0.1104671171659211,Open,Open,Closed,Closed,Closed
466,15.534345936549323,0.1141809023791622,Open,Open,Open,Closed,Closed
467,15.567681442850931,0.1361673562116938,Open,Open,Open,Open,Closed
468,15.60101694915254,0.1299249250836857,Open,Open,Open,Closed,Closed
469,15.63435245545415,0.1297837322527775,Open,Open,Open,Closed,Closed
470,15.66768796175576,0.1159317273977254,Open,Open,Open,Closed,Closed
471,15.701023468057366,0.1062229359088542,Open,Open,Closed,Closed,Closed
472,15.734358974358974,0.0886484414355872,Open,Closed,Closed,Closed,Closed
473,15.767694480660582,0.0813706400206632,Open,Closed,Closed,Closed,Closed
474,15.80102998696219,0.0953761620957271,Open,Open,Closed,Closed,Closed
475,15.834365493263798,0.1094172930634664,Open,Open,Closed,Closed,Closed
476,15.867700999565406,0.1056685175546167,Open,Open,Closed,Closed,Closed
477,15.901036505867014,0.1051423373641642,Open,Open,Closed,Closed,Closed
478,15.93437201216862,0.1060129507708345,Open,Open,Closed,Closed,Closed
479,15.96770751847023,0.1079876930628446,Open,Open,Closed,Closed,Closed
480,16.00104302477184,0.1041244446653224,Open,Open,Closed,Closed,Closed
481,16.034378531073447,0.1162243153584495,Open,Open,Open,Closed,Closed
482,16.067714037375055,0.1295856968580586,Open,Open,Open,Closed,Closed
483,16.101049543676663,0.1426034702026906,Open,Open,Open,Open,Closed
484,16.13438504997827,0.1527007540987395,Open,Open,Open,Open,Closed
485,16.16772055627988,0.1443092074253776,Open,Open,Open,Open,Closed
486,16.201056062581486,0.158819482469648,Open,Open,Open,Open,Closed
487,16.234391568883094,0.158819482469648,Open,Open,Open,Open,Closed
488,16.267727075184702,0.13773146728887,Open,Open,Open,Open,Closed
489,16.30106258148631,0.1270411146168781,Open,Open,Open,Closed,Closed
490,16.334398087787918,0.1240999131195025,Open,Open,Open,Closed,Closed
491,16.367733594089525,0.1156385003955111,Open,Open,Open,Closed,Closed
492,16.401069100391133,0.0974155250772124,Open,Open,Closed,Closed,Closed
493,16.43440460669274,0.1137165917744747,Open,Open,Open,Closed,Closed
494,16.46774011299435,0.094721541329508,Open,Open,Closed,Closed,Closed
495,16.501075619295957,0.0842941305836689,Open,Closed,Closed,Closed,Closed
496,16.534411125597565,0.0904276573871556,Open,Open,Closed,Closed,Closed
497,16.567746631899173,0.0967543691817405,Open,Open,Closed,Closed,Closed
498,16.60108213820078,0.1013415915441547,Open,Open,Closed,Closed,Closed
499,16.63441764450239,0.099676914996864,Open,Open,Closed,Closed,Closed
500,16.667753150803996,0.0960964547360189,Open,Open,Closed,Closed,Closed
501,16.701088657105604,0.0937195498801731,Open,Open,Closed,Closed,Closed
502,16.734424163407212,0.0877859783925593,Open,Closed,Closed,Closed,Closed
503,16.767759669708823,0.1003619557379625,Open,Open,Closed,Closed,Closed
504,16.80109517601043,0.0953761620957271,Open,Open,Closed,Closed,Closed
505,16.83443068231204,0.1142529367747979,Open,Open,Open,Closed,Closed
506,16.867766188613647,0.1134106027892159,Open,Open,Open,Closed,Closed
507,16.901101694915255,0.1185237824067513,Open,Open,Open,Closed,Closed
508,16.934437201216863,0.1467732065097408,Open,Open,Open,Open,Closed
509,16.96777270751847,0.1349475322885928,Open,Open,Open,Closed,Closed
510,17.00110821382008,0.1255168871119589,Open,Open,Open,Closed,Closed
511,17.034443720121686,0.1398482110142772,Open,Open,Open,Open,Closed
512,17.067779226423294,0.1222955816744949,Open,Open,Open,Closed,Closed
513,17.101114732724902,0.109326915190827,Open,Open,Closed,Closed,Closed
514,17.13445023902651,0.102099233393682,Open,Open,Closed,Closed,Closed
515,17.167785745328118,0.1028675185815029,Open,Open,Closed,Closed,Closed
516,17.201121251629726,0.0977239392760407,Open,Open,Closed,Closed,Closed
517,17.234456757931333,0.0914070370165812,Open,Open,Closed,Closed,Closed
518,17.26779226423294,0.0844282259627617,Open,Closed,Closed,Closed,Closed
519,17.30112777053455,0.0859135858785868,Open,Closed,Closed,Closed,Closed
520,17.334463276836157,0.0972797940897386,Open,Open,Closed,Closed,Closed
521,17.367798783137765,0.0982194421870202,Open,Open,Closed,Closed,Closed
522,17.401134289439373,0.1170263654369904,Open,Open,Open,Closed,Closed
523,17.43446979574098,0.0965787568647924,Open,Open,Closed,Closed,Closed
524,17.46780530204259,0.1066588758078035,Open,Open,Closed,Closed,Closed
525,17.501140808344196,0.0972076260190516,Open,Open,Closed,Closed,Closed
526,17.534476314645804,0.1059036593044859,Open,Open,Closed,Closed,Closed
527,17.567811820947412,0.1149374955178211,Open,Open,Open,Closed,Closed
528,17.60114732724902,0.1127832586943334,Open,Open,Open,Closed,Closed
529,17.634482833550628,0.131941052943344,Open,Open,Open,Closed,Closed
530,17.667818339852236,0.1423024333703345,Open,Open,Open,Open,Closed
531,17.701153846153847,0.1431204236662959,Open,Open,Open,Open,Closed
532,17.734489352455455,0.1654017788554953,Open,Open,Open,Open,Open
533,17.767824858757063,0.1354355650540074,Open,Open,Open,Closed,Closed
534,17.80116036505867,0.1236294858316914,Open,Open,Open,Closed,Closed
535,17.83449587136028,0.1061164344613012,Open,Open,Closed,Closed,Closed
536,17.867831377661886,0.1024120567464701,Open,Open,Closed,Closed,Closed
537,17.901166883963494,0.1195852981304926,Open,Open,Open,Closed,Closed
538,17.934502390265102,0.1114924184649874,Open,Open,Closed,Closed,Closed
539,17.96783789656671,0.1025304031702032,Open,Open,Closed,Closed,Closed
540,18.001173402868318,0.1027656424745513,Open,Open,Closed,Closed,Closed
541,18.03450890916993,0.0884182993093813,Open,Closed,Closed,Closed,Closed
542,18.067844415471537,0.1039354656474759,Open,Open,Closed,Closed,Closed
543,18.10117992177314,0.1050485205977114,Open,Open,Closed,Closed,Closed
544,18.13451542807475,0.0992402536157797,Open,Open,Closed,Closed,Closed
545,18.167850934376357,0.0905965933724066,Open,Open,Closed,Closed,Closed
546,18.201186440677965,0.0935985243509947,Open,Open,Closed,Closed,Closed
547,18.234521946979573,0.0996451410928259,Open,Open,Closed,Closed,Closed
548,18.26785745328118,0.086331107107836,Open,Closed,Closed,Closed,Closed
549,18.30119295958279,0.1024405792022226,Open,Open,Closed,Closed,Closed
550,18.334528465884397,0.104549395363632,Open,Open,Closed,Closed,Closed
551,18.367863972186004,0.0989718686794683,Open,Open,Closed,Closed,Closed
552,18.401199478487612,0.1007757015325748,Open,Open,Closed,Closed,Closed
553,18.43453498478922,0.1200423055075054,Open,Open,Open,Closed,Closed
554,18.467870491090828,0.1208452336293927,Open,Open,Open,Closed,Closed
555,18.501205997392436,0.1298363825821331,Open,Open,Open,Closed,Closed
556,18.534541503694044,0.1233093727877869,Open,Open,Open,Closed,Closed
557,18.56787700999565,0.1414213562373095,Open,Open,Open,Open,Closed
558,18.601212516297263,0.1590698028032349,Open,Open,Open,Open,Closed
559,18.63454802259887,0.1432915201347825,Open,Open,Open,Open,Closed
560,18.66788352890048,0.1208861709798295,Open,Open,Open,Closed,Closed
561,18.701219035202087,0.1346322324320368,Open,Open,Open,Closed,Closed
562,18.734554541503694,0.0989089810997263,Open,Open,Closed,Closed,Closed
563,18.767890047805302,0.0936063864892354,Open,Open,Closed,Closed,Closed
564,18.80122555410691,0.0840281609659119,Open,Closed,Closed,Closed,Closed
565,18.83456106040852,0.1078351390727236,Open,Open,Closed,Closed,Closed
566,18.86789656671013,0.0909492518439402,Open,Open,Closed,Closed,Closed
567,18.901232073011737,0.0830026807815819,Open,Closed,Closed,Closed,Closed
568,18.93456757931334,0.0849227034422487,Open,Closed,Closed,Closed,Closed
569,18.96790308561495,0.0980348270824232,Open,Open,Closed,Closed,Closed
570,19.001238591916557,0.1024258465394134,Open,Open,Closed,Closed,Closed
571,19.034574098218165,0.0973317205917514,Open,Open,Closed,Closed,Closed
572,19.067909604519773,0.0963529693732779,Open,Open,Closed,Closed,Closed
573,19.10124511082138,0.0746314230271807,Open,Closed,Closed,Closed,Closed
574,19.13458061712299,0.0929831882235639,Open,Open,Closed,Closed,Closed
575,19.167916123424597,0.0947383920591012,Open,Open,Closed,Closed,Closed
576,19.201251629726205,0.1093690073272649,Open,Open,Closed,Closed,Closed
577,19.234587136027812,0.1092158622873225,Open,Open,Closed,Closed,Closed
578,19.26792264232942,0.0921121512006504,Open,Open,Closed,Closed,Closed
579,19.301258148631028,0.1035838488081302,Open,Open,Closed,Closed,Closed
580,19.334593654932636,0.1372262856492363,Open,Open,Open,Open,Closed
581,19.367929161234244,0.1425724621280373,Open,Open,Open,Open,Closed
582,19.40126466753585,0.1244270405283117,Open,Open,Open,Closed,Closed
583,19.43460017383746,0.1185199761308966,Open,Open,Open,Closed,Closed
584,19.467935680139068,0.1154595100718585,Open,Open,Open,Closed,Closed
585,19.50127118644068,0.1062719376502509,Open,Open,Closed,Closed,Closed
586,19.534606692742287,0.1348781252373012,Open,Open,Open,Closed,Closed
587,19.567942199043895,0.0916085571253117,Open,Open,Closed,Closed,Closed
588,19.601277705345503,0.129235043397585,Open,Open,Open,Closed,Closed
589,19.63461321164711,0.0884541133660228,Open,Closed,Closed,Closed,Closed
590,19.66794871794872,0.1107014470849367,Open,Open,Closed,Closed,Closed
591,19.70128422425033,0.1415409065527585,Open,Open,Open,Open,Closed
592,19.734619730551938,0.1193635041305166,Open,Open,Open,Closed,Closed
593,19.767955236853545,0.1199370792253893,Open,Open,Open,Closed,Closed
594,19.80129074315515,0.0980678228112016,Open,Open,Closed,Closed,Closed
595,19.83462624945676,0.1324357015211341,Open,Open,Open,Closed,Closed
596,19.867961755758365,0.1376899633280527,Open,Open,Open,Open,Closed
597,19.901297262059973,0.1026649340433503,Open,Open,Closed,Closed,Closed
598,19.93463276836158,0.1168965626477968,Open,Open,Open,Closed,Closed
599,19.96796827466319,0.1051176662455273,Open,Open,Closed,Closed,Closed
600,20.001303780964797,0.1155554506804527,Open,Open,Open,Closed,Closed
601,20.034639287266405,0.1064216884583081,Open,Open,Closed,Closed,Closed
602,20.067974793568013,0.0966952412706987,Open,Open,Closed,Closed,Closed
603,20.10131029986962,0.1107570471672159,Open,Open,Closed,Closed,Closed
604,20.13464580617123,0.1096400811449797,Open,Open,Closed,Closed,Closed
605,20.167981312472836,0.1029125302496608,Open,Open,Closed,Closed,Closed
606,20.201316818774444,0.0952373505592445,Open,Open,Closed,Closed,Closed
607,20.234652325076052,0.1067250321413264,Open,Open,Closed,Closed,Closed
608,20.26798783137766,0.1296888039232696,Open,Open,Open,Closed,Closed
609,20.301323337679268,0.10824323325952,Open,Open,Closed,Closed,Closed
610,20.334658843980876,0.1125722965801978,Open,Open,Closed,Closed,Closed
611,20.367994350282483,0.1088742758502545,Open,Open,Closed,Closed,Closed
612,20.401329856584095,0.1224145565367669,Open,Open,Open,Closed,Closed
613,20.434665362885703,0.1154614053674162,Open,Open,Open,Closed,Closed
614,20.46800086918731,0.1040020059758442,Open,Open,Closed,Closed,Closed
615,20.50133637548892,0.1044817590987979,Open,Open,Closed,Closed,Closed
616,20.534671881790526,0.0915890265956259,Open,Open,Closed,Closed,Closed
617,20.568007388092138,0.1028568737990358,Open,Open,Closed,Closed,Closed
618,20.601342894393746,0.1079239230028855,Open,Open,Closed,Closed,Closed
619,20.63467840069535,0.1052333673838267,Open,Open,Closed,Closed,Closed
620,20.66801390699696,0.1094326798676941,Open,Open,Closed,Closed,Closed
621,20.70134941329857,0.1184188122420256,Open,Open,Open,Closed,Closed
622,20.734684919600173,0.1128269707864321,Open,Open,Open,Closed,Closed
623,20.76802042590178,0.1125619922202425,Open,Open,Closed,Closed,Closed
624,20.80135593220339,0.1068451316184529,Open,Open,Closed,Closed,Closed
625,20.834691438504997,0.102368126029722,Open,Open,Closed,Closed,Closed
626,20.868026944806605,0.1150147128060283,Open,Open,Open,Closed,Closed
627,20.901362451108213,0.1306309407069359,Open,Open,Open,Closed,Closed
628,20.93469795740982,0.1322491397617053,Open,Open,Open,Closed,Closed
629,20.96803346371143,0.1343668154117069,Open,Open,Open,Closed,Closed
630,21.001368970013036,0.1172579237001805,Open,Open,Open,Closed,Closed
631,21.034704476314644,0.1138503692258361,Open,Open,Open,Closed,Closed
632,21.068039982616252,0.1053914060025486,Open,Open,Closed,Closed,Closed
633,21.10137548891786,0.094923867559418,Open,Open,Closed,Closed,Closed
634,21.134710995219468,0.0828670790465041,Open,Closed,Closed,Closed,Closed
635,21.168046501521076,0.1088170723492276,Open,Open,Closed,Closed,Closed
636,21.201382007822684,0.09971792157781,Open,Open,Closed,Closed,Closed
637,21.23471751412429,0.0924500327042048,Open,Open,Closed,Closed,Closed
638,21.2680530204259,0.0969057514096094,Open,Open,Closed,Closed,Closed
639,21.30138852672751,0.1043454206229447,Open,Open,Closed,Closed,Closed
640,21.33472403302912,0.1082091781165846,Open,Open,Closed,Closed,Closed
641,21.368059539330726,0.1159050357915917,Open,Open,Open,Closed,Closed
642,21.401395045632334,0.111239110671673,Open,Open,Closed,Closed,Closed
643,21.434730551933946,0.1131422927549558,Open,Open,Open,Closed,Closed
644,21.46806605823555,0.1179786451761493,Open,Open,Open,Closed,Closed
645,21.50140156453716,0.1024457448486127,Open,Open,Closed,Closed,Closed
646,21.53473707083877,0.0919896399754661,Open,Open,Closed,Closed,Closed
647,21.568072577140377,0.0825460710411027,Open,Closed,Closed,Closed,Closed
648,21.60140808344198,0.0917567343361018,Open,Open,Closed,Closed,Closed
649,21.63474358974359,0.0945683779078396,Open,Open,Closed,Closed,Closed
650,21.668079096045197,0.0887382876852178,Open,Closed,Closed,Closed,Closed
651,21.701414602346805,0.0934880054287726,Open,Open,Closed,Closed,Closed
652,21.734750108648413,0.0776606799277431,Open,Closed,Closed,Closed,Closed
653,21.76808561495002,0.1094326798676941,Open,Open,Closed,Closed,Closed
654,21.80142112125163,0.1088271086965101,Open,Open,Closed,Closed,Closed
655,21.834756627553237,0.1058071776876546,Open,Open,Closed,Closed,Closed
656,21.868092133854844,0.1089006154219288,Open,Open,Closed,Closed,Closed
657,21.901427640156452,0.1061961143698086,Open,Open,Closed,Closed,Closed
658,21.93476314645806,0.1161535692907659,Open,Open,Open,Closed,Closed
659,21.968098652759668,0.1162814174504948,Open,Open,Open,Closed,Closed
660,22.001434159061276,0.108533466399079,Open,Open,Closed,Closed,Closed
661,22.034769665362884,0.1324732725019758,Open,Open,Open,Closed,Closed
662,22.06810517166449,0.1117861065697472,Open,Open,Closed,Closed,Closed
663,22.1014406779661,0.1284643171526503,Open,Open,Open,Closed,Closed
664,22.134776184267707,0.1276234300005278,Open,Open,Open,Closed,Closed
665,22.168111690569315,0.1024795061479507,Open,Open,Closed,Closed,Closed
666,22.201447196870923,0.1129092604902244,Open,Open,Open,Closed,Closed
667,22.234782703172534,0.1236073343764542,Open,Open,Open,Closed,Closed
668,22.268118209474142,0.1133673329253616,Open,Open,Open,Closed,Closed
669,22.30145371577575,0.1180354743276339,Open,Open,Open,Closed,Closed
670,22.33478922207736,0.124234642171135,Open,Open,Open,Closed,Closed
671,22.36812472837897,0.1179745451648475,Open,Open,Open,Closed,Closed
672,22.401460234680577,0.1131523223681184,Open,Open,Open,Closed,Closed
673,22.43479574098218,0.1208617133827812,Open,Open,Open,Closed,Closed
674,22.46813124728379,0.106921010937736,Open,Open,Closed,Closed,Closed
675,22.501466753585397,0.1165470890040275,Open,Open,Open,Closed,Closed
676,22.534802259887005,0.1197647513188857,Open,Open,Open,Closed,Closed
677,22.568137766188613,0.1275189176254279,Open,Open,Open,Closed,Closed
678,22.60147327249022,0.1105617618211854,Open,Open,Closed,Closed,Closed
679,22.63480877879183,0.1200941907828457,Open,Open,Open,Closed,Closed
680,22.668144285093437,0.1243293543263444,Open,Open,Open,Closed,Closed
681,22.701479791395045,0.120788290202271,Open,Open,Open,Closed,Closed
682,22.734815297696652,0.120788290202271,Open,Open,Open,Closed,Closed
683,22.76815080399826,0.1106689667545069,Open,Open,Closed,Closed,Closed
684,22.801486310299868,0.1282582057332361,Open,Open,Open,Closed,Closed
685,22.834821816601476,0.1228068642037618,Open,Open,Open,Closed,Closed
686,22.868157322903084,0.1336875633991568,Open,Open,Open,Closed,Closed
687,22.90149282920469,0.1224074071966579,Open,Open,Open,Closed,Closed
688,22.9348283355063,0.1184782945735496,Open,Open,Open,Closed,Closed
689,22.968163841807907,0.1264218661091966,Open,Open,Open,Closed,Closed
690,23.001499348109515,0.120696424257152,Open,Open,Open,Closed,Closed
691,23.034834854411123,0.1256420382459462,Open,Open,Open,Closed,Closed
692,23.06817036071273,0.1203108429782062,Open,Open,Open,Closed,Closed
693,23.10150586701434,0.1287497045061028,Open,Open,Open,Closed,Closed
694,23.13484137331595,0.1163954153749473,Open,Open,Open,Closed,Closed
695,23.16817687961756,0.0982646988338161,Open,Open,Closed,Closed,Closed
696,23.20151238591917,0.1168901170182425,Open,Open,Open,Closed,Closed
697,23.234847892220778,0.1200848073447029,Open,Open,Open,Closed,Closed
698,23.268183398522385,0.1115775507404853,Open,Open,Closed,Closed,Closed
699,23.30151890482399,0.1201590933534313,Open,Open,Open,Closed,Closed
700,23.3348544111256,0.115807663278069,Open,Open,Open,Closed,Closed
701,23.368189917427205,0.1224074071966579,Open,Open,Open,Closed,Closed
702,23.401525423728813,0.1226573449502657,Open,Open,Open,Closed,Closed
703,23.43486093003042,0.1237755144864076,Open,Open,Open,Closed,Closed
704,23.46819643633203,0.1220305748795799,Open,Open,Open,Closed,Closed
705,23.501531942633637,0.1194806761673854,Open,Open,Open,Closed,Closed
706,23.534867448935245,0.1274567013850953,Open,Open,Open,Closed,Closed
707,23.568202955236853,0.131941052943344,Open,Open,Open,Closed,Closed
708,23.60153846153846,0.12344292237133,Open,Open,Open,Closed,Closed
709,23.63487396784007,0.119753377754987,Open,Open,Open,Closed,Closed
710,23.668209474141676,0.1305096678617335,Open,Open,Open,Closed,Closed
711,23.701544980443284,0.1237755144864076,Open,Open,Open,Closed,Closed
712,23.734880486744892,0.1239777238433612,Open,Open,Open,Closed,Closed
713,23.7682159930465,0.1208988072576451,Open,Open,Open,Closed,Closed
714,23.801551499348108,0.1269937922500265,Open,Open,Open,Closed,Closed
715,23.834887005649716,0.1118969161939505,Open,Open,Closed,Closed,Closed
716,23.868222511951323,0.1090426245682747,Open,Open,Closed,Closed,Closed
717,23.90155801825293,0.1204905940249315,Open,Open,Open,Closed,Closed
718,23.93489352455454,0.1195324546133467,Open,Open,Open,Closed,Closed
719,23.968229030856147,0.1378203443259789,Open,Open,Open,Open,Closed
720,24.001564537157755,0.1228908118306241,Open,Open,Open,Closed,Closed
721,24.034900043459366,0.1263378904121879,Open,Open,Open,Closed,Closed
722,24.068235549760978,0.126303665790438,Open,Open,Open,Closed,Closed
723,24.101571056062586,0.1196564073800053,Open,Open,Open,Closed,Closed
724,24.13490656236419,0.1141777823297617,Open,Open,Open,Closed,Closed
725,24.1682420686658,0.1561102144964507,Open,Open,Open,Open,Closed
726,24.20157757496741,0.0961329587162374,Open,Open,Closed,Closed,Closed
727,24.234913081269013,0.1338678200070172,Open,Open,Open,Closed,Closed
728,24.26824858757062,0.1383885655683757,Open,Open,Open,Open,Closed
729,24.30158409387223,0.1277641806281512,Open,Open,Open,Closed,Closed
730,24.334919600173837,0.1360922920923484,Open,Open,Open,Open,Closed
731,24.368255106475445,0.1280303887814701,Open,Open,Open,Closed,Closed
732,24.401590612777053,0.1284415216140065,Open,Open,Open,Closed,Closed
733,24.43492611907866,0.1311360893075381,Open,Open,Open,Closed,Closed
734,24.46826162538027,0.1217691939269558,Open,Open,Open,Closed,Closed
735,24.501597131681876,0.1253171496275036,Open,Open,Open,Closed,Closed
736,24.534932637983484,0.1169054426420837,Open,Open,Open,Closed,Closed
737,24.568268144285092,0.1074777700620089,Open,Open,Closed,Closed,Closed
738,24.6016036505867,0.1052667140224348,Open,Open,Closed,Closed,Closed
739,24.634939156888308,0.1310307181496733,Open,Open,Open,Closed,Closed
740,24.668274663189916,0.1219201140739848,Open,Open,Open,Closed,Closed
741,24.701610169491524,0.120224718052921,Open,Open,Open,Closed,Closed
742,24.73494567579313,0.1189928234617458,Open,Open,Open,Closed,Closed
743,24.76828118209474,0.1231578470061042,Open,Open,Open,Closed,Closed
744,24.801616688396347,0.1098635792016764,Open,Open,Closed,Closed,Closed
745,24.834952194697955,0.0932565629721278,Open,Open,Closed,Closed,Closed
746,24.868287700999563,0.0777423903810374,Open,Closed,Closed,Closed,Closed
747,24.90162320730117,0.1123579138643791,Open,Open,Closed,Closed,Closed
748,24.934958713602786,0.1004397437729871,Open,Open,Closed,Closed,Closed
749,24.96829421990439,0.1086583196578615,Open,Open,Closed,Closed,Closed
750,25.001629726206,0.1071887182752312,Open,Open,Closed,Closed,Closed
751,25.03496523250761,0.1218246636192982,Open,Open,Open,Closed,Closed
752,25.068300738809217,0.1033350188420515,Open,Open,Closed,Closed,Closed
753,25.10163624511082,0.1164777797295763,Open,Open,Open,Closed,Closed
754,25.13497175141243,0.0896775679442243,Open,Open,Closed,Closed,Closed
755,25.168307257714037,0.0917083907386642,Open,Open,Closed,Closed,Closed
