frame,timestamp,aspect_ratio_nose_to_lips_lips_to_chin,aspect_ratio_between_lips_to_mouth_width,aspect_ratio_top_lip_heigh_to_mouth_width,aspect_ratio_bottom_lip_heigh_to_mouth_width,aspect_ratio__mouth_width__nose_to_chin,aspect_ratio__mouth_width__outside_lips,aspect_ratio__mouth_width__inside_lips,anchor_to_top_lip_top,anchor_to_bottom_lip_bottom,anchor_to_top_lip_bottom,anchor_to_bottom_lip_top,anchor_to_top_lip_top_center,anchor_to_top_lip_bottom_center,anchor_to_bottom_lip_top_center,anchor_to_bottom_lip_bottom_center,anchor_to_chin,anchor_to_nose,teeth,lips,action
461,15.367668405041286,0.3194848795096477,0.0445760419942174,0.1413926790888372,0.1927308339925185,0.6236116518005604,0.6236116518005604,22.433575419946973,69.7774877236613,59.594600448688674,57.6998168909263,56.70992026436488,85.91131117888911,79.5267771783657,78.72183372504178,82.29560330209665,187.68708423019052,113.04759435291584,closed,closed,chew
462,15.401003911342894,0.3240186094933081,0.0694390866969192,0.1379025996367586,0.1872539274039134,0.6174219456947143,0.6174219456947143,14.40111106824748,72.51768051231164,61.55506042826124,60.37014217221049,58.102016108655405,89.06898644840993,82.04948606442045,80.63922062108722,84.46602010698683,192.217627364748,118.10475956292584,closed,closed,chew
463,15.434339417644502,0.3089795659940254,0.0846971141643927,0.143500714491248,0.2030445955272088,0.5577701630721777,0.5577701630721777,11.806777714516352,71.79347203281355,59.7895639098622,58.69546228349272,55.307354428272774,86.80928160025869,79.03418037663397,77.1201712381621,81.47871330534923,202.05644938918135,118.27797297463124,closed,closed,chew
464,15.46767492394611,0.3982948551944169,0.1038588867265752,0.1498605371417841,0.1964587684408591,0.559366904155432,0.559366904155432,9.628449057350826,72.89887902962523,63.64264445782439,59.50649980466967,56.82319953340041,85.76520935092674,78.38276977846203,77.04298988623033,83.46068124922496,195.17290386969432,123.59768717721272,open,closed,chew
465,15.501010430247716,0.4169626698162613,0.1967922908726729,0.1104671171659211,0.1930120148350729,0.5328820769469668,0.5328820769469668,5.081499867527903,71.05718803334446,61.75469339815719,59.76282949382717,53.979569668414,84.38601864127851,77.72664085966905,73.8044482140039,80.73421107902496,190.9866881605601,124.94905011488446,open,closed,chew
466,15.534345936549323,0.4821062855722121,0.2356062122006575,0.1141809023791622,0.1855439663661386,0.5653604162314698,0.5653604162314698,4.244370259423954,70.57157054799589,59.86933163149901,59.36506000097408,52.7386063057907,82.3881102055829,75.21590015169744,70.30065668657767,76.96788363270025,164.40674055735764,121.79541698383704,open,closed,chew
467,15.567681442850931,0.4721935801917433,0.2042510343175407,0.1361673562116938,0.1956277310549714,0.5393805409082242,0.5393805409082242,4.895936039400128,66.01457922055125,56.35497723322291,54.663366011976166,49.69377162928295,77.95555214136184,70.22950310302714,66.65326817779143,73.16119557136722,163.65838797134785,117.60050801301053,open,closed,chew
468,15.60101694915254,0.5583019627518662,0.2531677456608481,0.1299249250836857,0.1814660656912331,0.479834184495564,0.479834184495564,3.949950248953249,74.65008599701704,56.81380363236243,60.07264591033393,50.734310261901726,85.67035868826385,76.53217108206834,69.43109741082418,74.77945181353262,177.35796397410022,143.67129073724635,open,closed,chew
469,15.63435245545415,0.6190716326272058,0.190681441700191,0.1297837322527775,0.1994649286678854,0.4812780283884131,0.4812780283884131,5.244348852639278,66.10152023123138,54.46158807132304,54.8679803631061,48.83836268442545,77.06636703370586,69.65622974807293,65.62261232295963,71.15696207836473,166.91932179972025,135.7026388353126,open,closed,chew
470,15.66768796175576,0.6476985726646791,0.1445127999206816,0.1159317273977254,0.2018267569069245,0.5141916644181911,0.5141916644181911,6.919802263528679,68.70285125303583,57.00466588436936,57.65821239625939,52.90778324992242,79.75782198539858,73.22500985404227,69.6023081671045,73.92202974129107,165.39131951639445,138.66158289896993,open,closed,chew
471,15.701023468057366,0.5476252797213415,0.1194519983489513,0.1062229359088542,0.1724034980795449,0.5546335477353393,0.5546335477353393,8.37156358890482,70.31374963201486,60.58875760692169,60.1572155491232,57.270141861392986,83.0557832027966,77.74225899884323,75.46397070298596,79.52014712138664,178.42378141815306,133.14651261953614,open,closed,chew
472,15.734358974358974,0.5577931990653824,0.1567097852018056,0.0886484414355872,0.1322318616141102,0.5793660076469986,0.5793660076469986,6.381222453417527,70.07828185119544,66.79286814194035,63.929644527979875,61.73136295609582,85.14222661119214,81.28681633832353,80.30240684702781,85.35352840377664,186.4386017777721,133.2113520371569,open,closed,chew
473,15.767694480660582,0.4823950660636926,0.1569591384482146,0.0813706400206632,0.1276748887701295,0.619881971924276,0.619881971924276,6.371084919849563,73.67714246848126,68.80134905057841,66.43575990431013,64.0574087018311,92.27068647163848,88.26139219156025,86.64653088814363,91.43213313269705,195.57682162876657,134.08670471758455,open,closed,chew
474,15.80102998696219,0.4824234083128162,0.1293017635134138,0.0953761620957271,0.1410215463573343,0.6575344559535344,0.6575344559535344,7.733846568119386,76.47252119917945,71.97268666948014,68.81729830016917,66.93565513912685,95.3147120010248,90.7608868177131,89.52956049652735,94.80726609765908,192.964231913314,134.41726820871355,open,closed,chew
475,15.834365493263798,0.4781607077204032,0.0832728085633097,0.1094172930634664,0.1473829588302646,0.6963842323777955,0.6963842323777955,12.00872190157644,77.76206749955215,73.21442387477819,69.06668807646774,68.42224251090096,97.4877252207796,92.70142233238936,91.88832636286152,96.55690122420155,189.55869270632857,134.1416570320121,open,closed,chew
476,15.867700999565406,0.4378001260819474,0.1001696379985613,0.1056685175546167,0.1557527689020299,0.6964988494197645,0.6964988494197645,9.98306492846028,77.9276672968528,71.8071337200156,69.21657452900432,66.81705109796087,97.16448457607402,91.88357633967324,90.417316890479,95.24731526826264,188.07880466500907,130.94356730714006,open,closed,chew
477,15.901036505867014,0.4496309838970362,0.0592734477814215,0.1051423373641642,0.1659255006594485,0.7072206726112791,0.7072206726112791,16.870960563786152,75.71980270010877,72.33097914743317,68.38567349216913,66.77050650182198,95.61587951189225,91.47489423454448,90.8534265806484,95.63264659589191,188.91664383288725,128.45329914269547,open,closed,chew
478,15.93437201216862,0.3943765857425463,0.0907042370307851,0.1060129507708345,0.1508539286615068,0.6965934157943772,0.6965934157943772,11.02484330098713,75.95340836434775,70.62460891848531,66.71657579041597,65.23247663804429,95.613041525113,90.81525528031554,89.76372100725408,94.40909063885157,191.5272190395387,125.88053821099396,closed,closed,chew
479,15.96770751847023,0.4333864720972393,0.0590121014285712,0.1079876930628446,0.1598721533954863,0.6884990197333309,0.6884990197333309,16.945676832241084,74.03472381936253,70.591236795939,66.07958514531538,65.37930854204225,92.73593252508388,88.8849948991716,88.47321856536703,93.36292991606676,190.53792818533157,124.80808397510512,closed,closed,chew
480,16.00104302477184,0.4187366170785692,0.0767053714666289,0.1041244446653224,0.1561866669979836,0.6779555192037126,0.6779555192037126,13.03689664595464,74.41942437017977,68.26591054597385,66.65868765678545,64.39523694822833,92.58626477379264,88.02792790478402,86.96770322452761,91.00882975240324,187.73499392537116,125.32338559080829,closed,closed,chew
481,16.034378531073447,0.3888633117951442,0.0517191415252321,0.1162243153584495,0.1628331812348472,0.6796533475354883,0.6796533475354883,19.33520105920805,73.98524749139862,68.38061908205998,64.88056791583132,63.95169768557655,91.68315377335432,87.08899871508711,86.49252389675834,90.34339725985136,189.11552915069507,121.7406650383068,closed,closed,chew
482,16.067714037375055,0.3800364037930885,0.0253280365200752,0.1295856968580586,0.185207685565294,0.6352074584502346,0.6352074584502346,39.48193928129373,71.05314090789591,63.25083376872928,61.21025354853852,60.363186020200025,87.6664986935917,82.19565827969959,81.7266583896172,84.5291173781355,187.0535884004507,119.80868535488082,closed,closed,chew
483,16.101049543676663,0.3187592394510465,0.0360168683190267,0.1426034702026906,0.1800843415951336,0.6393399444174405,0.6393399444174405,27.76476819534383,70.94845177940644,61.22376595000898,59.81949854233642,59.34981206664348,88.5463963599566,81.9537319617271,81.29524241089955,83.7911167907688,187.94803745481133,115.96853097062822,closed,closed,chew
484,16.13438504997827,0.3186964456426659,0.0482882183377309,0.1527007540987395,0.1843128181196657,0.5969672653074822,0.5969672653074822,20.708985222977905,72.57799755203064,60.47221831209764,59.67658170776288,58.05978913015529,88.00784152626004,80.26709726004682,79.23306081372863,81.70053531225639,192.56074532375808,118.33283848520392,closed,closed,chew
485,16.16772055627988,0.3490743195456485,0.07625827276453,0.1443092074253776,0.1818913944399688,0.6002724322230139,0.6002724322230139,13.11333136390061,74.0414396888801,62.393833144259986,60.93530090909775,58.564737205448715,89.29154778336516,81.57860837925666,79.91831330653613,83.33373117473907,191.04128119997063,121.98484014272496,closed,closed,chew
486,16.201056062581486,0.3889429734427869,0.089770079071271,0.158819482469648,0.1971879021147857,0.5819281613960834,0.5819281613960834,11.139569111954014,72.32536157340654,64.79943112633953,60.17205917024953,58.261589008205405,87.34659936673515,79.79423184995832,78.78058593220442,85.18757738810939,193.55674939392668,122.55106804189816,open,closed,chew
487,16.234391568883094,0.4685112191089336,0.1017614230391556,0.158819482469648,0.2098585611362238,0.5798639855994397,0.5798639855994397,9.826906603057443,74.15363999748669,64.97584473976521,60.58669033844127,58.26217588580096,89.27615788789589,80.58530188295303,78.7744307774528,85.09041042353981,184.37443872423455,131.2049660364837,open,closed,chew
488,16.267727075184702,0.5202178927970448,0.1904365889754405,0.13773146728887,0.2035099727602447,0.5554255483236415,0.5554255483236415,5.251091743346465,75.45159433328006,65.66535031390504,61.11397551750861,56.93242301807445,88.18728900839884,79.76399210752456,76.54817919590764,84.79588729891489,181.2154400787861,134.2571951596937,open,closed,chew
489,16.30106258148631,0.5829189872331305,0.2470464152154308,0.1270411146168781,0.204847642134482,0.4986436447994593,0.4986436447994593,4.047822345966746,73.03547773330126,62.05277658571103,59.61435896078339,52.65203739976083,84.19852361053184,76.03766765900892,71.36642878306677,79.91444484636425,179.27043164124598,139.30271240755175,open,closed,chew
490,16.334398087787918,0.6294970412521361,0.2248667294023631,0.1240999131195025,0.1897505105178563,0.502976209933795,0.502976209933795,4.447078510270229,69.53049063252693,59.626575558578416,58.35642282875138,52.0595929765954,80.41848367637913,73.10316920253146,69.28739277447197,76.39670132602818,170.17657973344586,137.15393597337385,open,closed,chew
491,16.367733594089525,0.6009252125773316,0.1986817871742262,0.1156385003955111,0.1772457570554527,0.4713975751553234,0.4713975751553234,5.0331739724240006,64.67184845061195,53.579335363864175,54.12167636182821,48.85583744349117,75.64015426326458,69.29477568653414,65.5011585702827,70.5018058474902,172.3144328683693,134.77265358062732,open,closed,chew
492,16.401069100391133,0.6120380278189341,0.1720052290384453,0.0974155250772124,0.1724913493550393,0.4958558422946063,0.4958558422946063,5.813776741499453,64.39998555526935,56.04731798015022,55.843164085263055,51.26965622989145,75.08121213016707,70.14174783678035,66.95102662065467,71.48418662913521,169.66260595860882,132.01631230875046,open,closed,chew
493,16.43440460669274,0.572032261085064,0.1271390146886594,0.1137165917744747,0.1553130792665778,0.524104188187041,0.524104188187041,7.86540624409289,66.13703168851009,57.989106097260645,57.345035037645786,54.28530315477547,78.21431382424461,72.8831346682014,70.90670424176005,74.58325851094267,174.66652689755114,131.36106532212744,open,closed,chew
494,16.46774011299435,0.5724657801952325,0.145054922580825,0.094721541329508,0.1386172304995639,0.5784368733966149,0.5784368733966149,6.893940462053587,69.79318205152263,64.5039335242646,62.96626582505401,59.88826948140329,85.58506076296797,81.15957019959245,79.58271593624431,84.15565786244782,182.6150140197562,135.2870024491959,open,closed,chew
495,16.501075619295957,0.5294691389631374,0.150142703384551,0.0842941305836689,0.1322620019150856,0.5932435044563685,0.5932435044563685,6.660330322138686,71.9794554946874,68.02969993597931,65.4809450132419,63.02231651966715,88.870886972833,84.97894075289771,83.63387459473307,88.51911314294438,192.54723285966844,135.3049848373721,open,closed,chew
496,16.534411125597565,0.5029098208801884,0.1411308265770285,0.0904276573871556,0.1242240224385098,0.6303377268414717,0.6303377268414717,7.085624198864905,76.26739662173927,71.65641427559072,69.00508512142764,66.38724650969164,94.73533279187716,90.32741827168852,88.97443881562165,93.50465867836962,196.15655090500192,138.330737712401,open,closed,chew
497,16.567746631899173,0.4661617028103899,0.1298096079662895,0.0967543691817405,0.1342814653606211,0.6779395425224868,0.6779395425224868,7.703590016693461,80.31912319257962,75.90381656701035,72.16864307100602,70.49234767929471,99.54003556467524,94.69907760705676,93.44060452646184,98.5915544671129,197.13484280559356,137.3752480675333,open,closed,chew
498,16.60108213820078,0.4855467443290308,0.0863503744600254,0.1013415915441547,0.1489033254754497,0.7103059311697483,0.7103059311697483,11.580725691733218,79.28346544957716,74.88730796380857,71.25915208840708,69.77706844218666,99.75530847189717,95.2236582444512,94.29886394231984,99.16309529258008,191.4062503285056,136.32875227582014,open,closed,chew
499,16.63441764450239,0.4664921003081302,0.0900650486421171,0.099676914996864,0.1409644450440752,0.7325085208700233,0.7325085208700233,11.103086214649188,80.74342406375014,76.95166428106228,73.16154797958464,71.92494628357798,100.9933180210606,96.67307513797437,95.94159153181477,100.90746599006788,192.15217753645692,134.85781079911897,open,closed,chew
500,16.667753150803996,0.4743355048227603,0.0763207475699257,0.0960964547360189,0.1496334860395319,0.7399639521443343,0.7399639521443343,13.102597024273008,77.7155993375446,74.26902896508557,71.01960485781603,69.28000424580418,98.52470458228947,94.57650477476209,93.8246108202321,98.55443811759048,186.389113126796,131.58097706677037,open,closed,chew
501,16.701088657105604,0.4420121674790169,0.1122478058517261,0.0937195498801731,0.1435111522787032,0.7079280354731734,0.7079280354731734,8.908860110111647,76.82538783315036,73.34601061598725,69.61229234227136,67.0334737769505,96.18442780138209,92.00928161642216,91.0352922475367,96.2741337206622,188.99552453751352,128.45329914269547,closed,closed,chew
502,16.734424163407212,0.4705819772584242,0.123542812302288,0.0877859783925593,0.1433190358513565,0.6937746013522366,0.6937746013522366,8.094360014673876,77.41912897607983,75.10034963924238,69.50630679497286,68.11076702450242,96.4939519101214,92.55667057661414,91.59464255564905,97.22562385844004,191.43774777830197,131.6328930373731,closed,closed,chew
503,16.767759669708823,0.451692063110469,0.0972248663770645,0.1003619557379625,0.1562753729476314,0.6970268963760206,0.6970268963760206,10.285434552532346,76.41690710294907,73.73345850133367,68.63340982341539,67.37096024649162,94.74479183974525,90.62744062040692,89.96372958948706,95.7851885659345,189.59042652808563,127.61473562528852,closed,closed,chew
504,16.80109517601043,0.4375089577104478,0.0923687987427541,0.0953761620957271,0.1516326870075652,0.690930628124963,0.690930628124963,10.826166558525744,75.15354220391598,70.57125561107328,66.78330701580182,65.76211794754369,94.4708374455347,90.33699122820828,89.31059775744146,94.07337969370715,189.5685404991777,127.62167828868247,closed,closed,chew
505,16.83443068231204,0.4272757256727356,0.0691524461586082,0.1142529367747979,0.1544204701625451,0.6936070706870183,0.6936070706870183,14.460804433532209,74.56792809456323,68.49184095402072,66.02188831892349,63.90766900281692,93.9952652384532,88.91192638555518,87.96501087749664,91.86104735608698,184.75284295304655,126.72379061050826,closed,closed,chew
506,16.867766188613647,0.3930340645889715,0.1028981355147618,0.1134106027892159,0.1500873198793264,0.6354946425427305,0.6354946425427305,9.718349074036814,73.83741140577347,67.25146670252852,64.25791185092973,62.27740720133535,90.49670733597532,85.19719183226476,83.9159486179185,88.30812073560224,192.07420419459908,123.81757035225692,closed,closed,chew
507,16.901101694915255,0.4124524884619606,0.1252108315525483,0.1185237824067513,0.1745364127332328,0.5940332898369781,0.5940332898369781,7.986529500687175,73.48862071312894,64.70240024098575,62.307212403587016,59.25583114914751,88.93469577283783,82.53909105937157,80.26903718021882,85.36141561534541,190.46013138204995,126.4272238129933,closed,closed,chew
508,16.934437201216863,0.4106927135104757,0.080437505156297,0.1467732065097408,0.1896806706691322,0.5956465575539429,0.5956465575539429,12.432011635081338,73.52130763900719,64.78047929372505,61.51078076999326,59.75037713639945,90.05073195778331,82.91971291861853,81.7617666606513,87.19799528698752,194.64176507801324,127.46359809899272,closed,closed,chew
509,16.96777270751847,0.3997358907986825,0.1407367839753546,0.1349475322885928,0.1792337412403642,0.5558225709061715,0.5558225709061715,7.105462919879685,73.36569875149357,63.788305288392536,60.98473328321184,57.18960472141791,87.99169214446061,80.50821992991419,78.20602149338546,83.99456945673137,197.12829166195596,127.16937219224418,closed,closed,chew
510,17.00110821382008,0.4550346070815488,0.1972050913802641,0.1255168871119589,0.1844245941820844,0.5460550877508112,0.5460550877508112,5.070862993449456,71.84225363709567,65.05483118895319,60.62109017469888,56.619915773217954,86.117279571665,79.00155148576712,76.60620790253586,84.55901940485272,191.0444790772968,128.3069229529728,open,closed,chew
511,17.034443720121686,0.4990579360449163,0.1929051305189444,0.1398482110142772,0.2071722809217026,0.5434601704691888,0.5434601704691888,5.183895302887209,72.56587033740189,65.11757252294379,59.28891018002042,55.06908383361082,86.22840849530328,78.10740795420513,75.56291381137592,84.62754294320496,185.1787169658731,131.00669382663023,open,closed,chew
512,17.067779226423294,0.5972931386140603,0.1742456714197904,0.1222955816744949,0.1953881015257343,0.5393402922516761,0.5393402922516761,5.7390234824876245,70.96994324399415,64.14875837135929,60.23087450188532,55.70516236611748,84.46793553679743,77.60735476647704,74.75290939345697,81.92096527205399,177.4949976469759,137.46273818905735,open,closed,chew
513,17.101114732724902,0.5825841272462814,0.1966248561826913,0.109326915190827,0.1774539642774392,0.5309787347463694,0.5309787347463694,5.085826987564905,69.58736110827004,62.17512942614016,59.04636582939672,55.00538995554048,82.96424388434534,76.9033757415436,74.10184221020216,81.02907222925997,179.83688511017914,135.5003437841463,open,closed,chew
514,17.13445023902651,0.6063315443909352,0.2160064267609631,0.102099233393682,0.1553254694397034,0.5405783575232621,0.5405783575232621,4.629491885936428,70.13327376858275,62.275463427667944,60.47468435162355,55.0532917489837,83.54127682087402,77.71714145661937,74.61647170336583,80.64032696313922,175.38746234509426,137.15987981849702,open,closed,chew
515,17.167785745328118,0.6241847704468009,0.16872641750514,0.1028675185815029,0.1692032712610047,0.4988243447789934,0.4988243447789934,5.9267541786664,62.36013839700503,58.29821325927578,55.14532226849779,51.95605748706298,74.90134582822685,70.27745889198924,68.50048119339984,74.2452893384052,174.57014216201907,131.7510002393861,open,closed,chew
516,17.201121251629726,0.5628113214176113,0.1366651808102215,0.0977239392760407,0.1500756904601918,0.5635471352738973,0.5635471352738973,7.317152723696592,68.8809699761877,63.43637205907005,61.27598313271187,58.41914910842776,83.17548718047473,78.69232543286594,77.04372245325537,81.70850333925515,181.49057183522405,132.85296899791987,open,closed,chew
517,17.234456757931333,0.5334463553458824,0.1503523161903349,0.0914070370165812,0.1369170877333937,0.5438037530826147,0.5438037530826147,6.651044861417856,67.43730568373834,60.300571987176056,59.64732339082243,56.84033918563217,83.20656841582692,78.86287137786896,76.94550424665792,81.11458321297239,188.8228456435876,133.9400554647373,open,closed,chew
518,17.26779226423294,0.5029453729184152,0.1503815508889854,0.0844282259627617,0.1324724047410425,0.5767410502153545,0.5767410502153545,6.649751875070227,72.52297596612497,68.00548853750132,65.06587094387747,63.017374101033184,88.67614300603938,84.80881240472377,83.52412669594018,88.46201184437622,199.611802990165,135.18977080376573,open,closed,chew
519,17.30112777053455,0.4761738894917567,0.1305785798348417,0.0859135858785868,0.1362559093928783,0.6238873448650357,0.6238873448650357,7.658223892960234,76.83303102609378,70.58190805965238,68.79641454882953,66.1283361405006,94.31613688695516,90.02398953765562,88.17656160749553,92.52383987675464,198.16218068430504,136.7204808565412,open,closed,chew
520,17.334463276836157,0.455591758801257,0.1129267567704451,0.0972797940897386,0.1343918360942022,0.6848315948063937,0.6848315948063937,8.855297261682422,79.19933197550216,73.47254962996189,71.45328080512667,69.21669795031288,99.25785772647248,94.50619335734493,93.2069980456551,97.7454889073776,195.77901007094644,136.10092626178985,open,closed,chew
521,17.367798783137765,0.4684741696876554,0.1036112644341678,0.0982194421870202,0.130609431242203,0.6870119909002915,0.6870119909002915,9.651460248662213,78.25775728122613,74.38288189185464,70.35415266997646,69.90509332810497,97.16997394419516,93.04338233530184,92.4321492356201,97.18283394705595,194.70294721146644,133.65433490190344,open,closed,chew
522,17.401134289439373,0.4590568577724377,0.0655268847611261,0.1170263654369904,0.1544483485487392,0.7230126935885033,0.7230126935885033,15.260911664661498,80.3334863350487,74.77625880515853,71.48245120044506,70.35167118341857,100.10261671523564,95.04671931106895,94.3893126277543,99.1066824790535,190.4111328229005,134.23825790259258,open,closed,chew
523,17.43446979574098,0.4748881646701777,0.0965787568647924,0.0965787568647924,0.1496951734675395,0.7283164358070637,0.7283164358070637,10.354243857165937,80.50290687848904,74.38288189185464,71.08009996818694,68.69924827620996,99.70355924522204,95.07169292574125,93.7934075889318,98.62823917018872,186.6062542611647,134.3346796000402,open,closed,chew
524,17.46780530204259,0.4570004984144705,0.0811734955055894,0.1066588758078035,0.1489599192005322,0.7377941880882007,0.7377941880882007,12.319292076452982,79.00529898848652,75.88938019978482,71.81511342380283,70.2811409144592,99.32206402955322,94.8899350471624,94.3101147632338,99.56244786696824,188.9184576898328,131.52398625193797,closed,closed,chew
525,17.501140808344196,0.4656089461229798,0.1197242475310672,0.0972076260190516,0.1352334037920811,0.7181292086950585,0.7181292086950585,8.352526915990929,78.2873015286541,73.26813208582232,69.38531029935677,67.41771546926029,98.85800145126744,94.13123197104416,92.92494366546646,97.82998572942486,187.2829986729511,133.24470774448403,closed,closed,chew
526,17.534476314645804,0.4690170680299966,0.1011548361916312,0.1059036593044859,0.1666666666666666,0.7039041431549473,0.7039041431549473,9.885834801863206,78.37556422755691,72.99989620992942,69.6633324611148,67.2355461676472,96.64437949298448,91.52936030411207,90.23914410226902,95.96988829398175,184.4327749006315,131.08524655751404,closed,closed,chew
527,17.567811820947412,0.4700982067095091,0.055564625783089,0.1149374955178211,0.1475141603032763,0.7183894485712863,0.7183894485712863,17.9970617259938,78.35025469526869,71.11193629489094,69.00318483276664,67.2790029474866,97.83679986634826,92.64806434386634,91.80347462717124,95.00279424244324,183.0776168845724,133.42293136984736,closed,closed,chew
528,17.60114732724902,0.4366042902137613,0.1038512936725505,0.1127832586943334,0.1578001024193354,0.6786745807525145,0.6786745807525145,9.62915303831516,76.71373116000507,70.55199170612403,66.65284496431835,64.79770273037033,95.73618377109852,90.16604288026925,88.81337401347037,93.9126212722828,188.53640493568247,130.19805157103144,closed,closed,chew
529,17.634482833550628,0.4004900711419847,0.047260299241347,0.131941052943344,0.177758160265039,0.6756760276943266,0.6756760276943266,21.15940897651194,75.03960895724447,69.71743441255441,65.14031419889886,64.7589355978703,93.26474136094645,87.8067501627485,87.26095499312373,92.01243600381656,190.1906008916598,124.58619255835713,closed,closed,chew
530,17.667818339852236,0.3719496340514236,0.0652646848353377,0.1423024333703345,0.1831723948857115,0.6465441999088524,0.6465441999088524,15.32222215617822,75.77023841658675,67.81612632719822,64.45451200977053,62.669681523964286,92.32083962267244,85.58163569397992,84.63761596204952,89.54428209340612,191.42863394047257,123.49294938004816,closed,closed,chew
531,17.701153846153847,0.4065503559566228,0.0684727742253438,0.1431204236662959,0.1860803028201854,0.5933855479523732,0.5933855479523732,14.604344738669436,72.29783951809979,64.92329219213245,61.032706922442706,59.64707965618415,88.07306664016008,81.58292906531587,80.66429831255653,85.65137351918864,193.94185817749943,124.89873169079132,closed,closed,chew
532,17.734489352455455,0.3818711637707125,0.1125776058210558,0.1654017788554953,0.19216812992326,0.5524824473480265,0.5524824473480265,8.882761297922062,71.6042465793967,61.403900253823096,57.39577153397599,55.129897765953785,85.39305537391388,77.03525083396721,75.67227460679891,81.92306397444457,193.48038529837143,121.90346561605134,open,closed,chew
533,17.767824858757063,0.4532000016094126,0.1887890798896603,0.1354355650540074,0.1891494793520723,0.527191703879953,0.527191703879953,5.29691654085321,71.69765401822218,64.33293075418425,59.25430224946754,56.19870449978316,84.23332788799384,76.78839738061416,74.66286561512605,82.6344064634799,192.54224813685204,127.60277510113484,open,closed,chew
534,17.80116036505867,0.4707147932653708,0.2049026318445243,0.1236294858316914,0.1912581583394738,0.5187749668533966,0.5187749668533966,4.880366791768582,70.52802338844556,61.71158293803316,58.90609173375199,53.96377699688911,84.0339238370646,76.79836683708878,73.57007956731306,81.13754515117992,189.86304515879243,129.6624744965268,open,closed,chew
535,17.83449587136028,0.5632722636889892,0.2264922378297041,0.1061164344613012,0.1911405450776311,0.521291495434582,0.521291495434582,4.415162345439335,68.30662059801438,59.54411778966664,57.31557577797135,50.98032740817011,80.87533549937811,74.75742274191626,71.09323778628799,78.7643859940921,175.7915746795764,130.96363492239894,open,closed,chew
536,17.867831377661886,0.6263854715554539,0.1828499210157393,0.1024120567464701,0.1704032901806407,0.5577347237584988,0.5577347237584988,5.468965993777607,70.0636244120704,61.25317344874601,60.284787250991535,55.31779562281973,83.07469627454981,77.33441549657454,73.99685575044475,79.4887738180199,167.9716727660208,135.83319716192668,open,closed,chew
537,17.901166883963494,0.6122405242633578,0.2299073260729987,0.1195852981304926,0.2014741339035818,0.4905702746532186,0.4905702746532186,4.34957866319791,67.65936796467568,57.03552714468455,56.28651450602724,49.39933329953442,79.32471467504945,72.14209405397469,67.61407620981936,74.77214070736106,170.67157995382064,135.82739449629022,open,closed,chew
538,17.934502390265102,0.5874843665893906,0.2522654627646573,0.1114924184649874,0.1720213114992513,0.4805467134614654,0.4805467134614654,3.964078114541256,66.81132281897236,56.72580174306152,56.40123548233298,49.69296759749747,78.4196867660752,71.91863960147606,68.00598831490501,74.69890945614114,176.89485186188583,135.0461943480593,open,closed,chew
539,17.96783789656671,0.5910149611926873,0.2469259093951414,0.1025304031702032,0.1681623644419805,0.4803012477338127,0.4803012477338127,4.0497977812435915,65.91650226139006,58.35232994586789,57.08664911297907,51.42976444626012,79.05352732145911,73.18556811535443,69.62333160633716,76.35602674500214,182.0146121816017,137.24463999364716,open,closed,chew
540,18.001173402868318,0.6372822692828238,0.1889323349335436,0.1027656424745513,0.1685481855877649,0.4971205680145732,0.4971205680145732,5.292900235164865,65.51599852758557,57.59341225039621,56.45761823522294,51.864620372060784,77.2460631126591,71.92731974391305,68.98729763202935,74.36408911617877,172.6633126888727,136.64907300553494,open,closed,chew
541,18.03450890916993,0.5913942328721801,0.1485008763631623,0.0884182993093813,0.162591200852335,0.535979881110981,0.535979881110981,6.733966993935287,66.04404659732687,62.56550736758643,59.1720250902128,57.004716561397146,79.95942556252783,76.11597298709894,74.61908136524065,80.27748653388981,182.9724705105516,132.91443786274405,open,closed,chew
542,18.067844415471537,0.4993462517710856,0.1524349837576074,0.1039354656474759,0.1464928699671323,0.5922582478326056,0.5922582478326056,6.5601738875777835,73.59395158243395,70.6670265739271,66.02925767412742,64.06363407484393,89.31873219688453,84.4898835989261,83.62530330707082,89.79821726956428,195.0345542333714,132.9153885360306,open,closed,chew
543,18.10117992177314,0.4828788641111962,0.1253848833330251,0.1050485205977114,0.1563931651532874,0.6488869589726736,0.6488869589726736,7.975443079082963,78.64297764276063,74.76534304390532,70.99500947905722,69.00564770162089,97.56876273040017,92.35837166515284,91.17847051084595,97.5135929750043,198.79502317474055,137.8704393098792,open,closed,chew
544,18.13451542807475,0.4908670550230764,0.0970407505175126,0.0992402536157797,0.1520659026439876,0.7077666716745243,0.7077666716745243,10.30494915452589,82.43771072537132,78.51719347319192,74.74034171433655,73.07621137659808,102.0355531094874,97.37212601626756,96.33922682530792,101.89354654108472,196.27023393188009,139.69404000311215,open,closed,chew
545,18.167850934376357,0.4925982999552866,0.1091120015193895,0.0905965933724066,0.1444628550857409,0.7263893535309088,0.7263893535309088,9.164894659386274,80.74773127325173,76.55180003432838,72.77361430324713,70.93056460930819,100.1456274597904,95.8267389432625,94.57801964075756,99.70711251545346,187.99802588826032,135.8074035205983,closed,closed,chew
