frame,teeth,lips,action,chew_count
1125,closed,closed,chew,40
1126,closed,closed,chew,40
1127,closed,closed,chew,40
1128,closed,closed,chew,40
1129,closed,closed,chew,40
1130,closed,closed,chew,40
1131,closed,closed,chew,40
1132,open,closed,chew,41
1133,open,closed,chew,41
1134,open,closed,chew,41
1135,open,closed,chew,41
1136,open,closed,chew,41
1137,open,closed,chew,41
1138,open,closed,chew,41
1139,open,closed,chew,41
1140,open,closed,chew,41
1141,open,closed,chew,41
1142,open,closed,chew,41
1143,open,closed,chew,41
1144,open,closed,chew,41
1145,closed,closed,chew,41
1146,closed,closed,chew,41
1147,closed,closed,chew,41
1148,closed,closed,chew,41
1149,closed,closed,chew,41
1150,closed,closed,chew,41
1151,closed,closed,chew,41
1152,closed,closed,chew,41
1153,closed,closed,chew,41
1154,closed,closed,chew,41
1155,closed,closed,chew,41
1156,open,closed,chew,42
1157,open,closed,chew,42
1158,open,closed,chew,42
1159,open,closed,chew,42
1160,open,closed,chew,42
1161,open,closed,chew,42
1162,open,closed,chew,42
1163,open,closed,chew,42
1164,open,closed,chew,42
1165,open,closed,chew,42
1166,open,closed,chew,42
1167,open,closed,chew,42
1168,open,closed,chew,42
1169,closed,closed,chew,42
1170,closed,closed,chew,42
1171,closed,closed,chew,42
1172,closed,closed,chew,42
1173,closed,closed,chew,42
1174,closed,closed,chew,42
1175,closed,closed,chew,42
1176,closed,closed,chew,42
1177,closed,closed,chew,42
1178,closed,closed,chew,42
1179,closed,closed,chew,42
1180,closed,closed,chew,42
1181,open,closed,chew,43
1182,open,closed,chew,43
1183,open,closed,chew,43
1184,open,closed,chew,43
1185,open,closed,chew,43
1186,open,closed,chew,43
1187,open,closed,chew,43
1188,open,closed,chew,43
1189,open,closed,chew,43
1190,open,closed,chew,43
1191,open,closed,chew,43
1192,open,closed,chew,43
1193,closed,closed,chew,43
1194,closed,closed,chew,43
1195,closed,closed,chew,43
1196,closed,closed,chew,43
1197,closed,closed,chew,43
1198,closed,closed,chew,43
1199,closed,closed,chew,43
1200,closed,closed,chew,43
1201,closed,closed,chew,43
1202,closed,closed,chew,43
1203,closed,closed,chew,43
1204,open,closed,chew,44
1205,open,closed,chew,44
1206,open,closed,chew,44
1207,open,closed,chew,44
1208,open,closed,chew,44
1209,open,closed,chew,44
1210,closed,closed,chew,44
1211,closed,closed,chew,44
1212,closed,closed,chew,44
1213,closed,closed,chew,44
1214,closed,closed,chew,44
1215,closed,closed,chew,44
1216,closed,closed,chew,44
1217,closed,closed,other,44
1218,closed,closed,other,44
1219,closed,closed,other,44
1220,closed,closed,other,44
1221,closed,closed,other,44
1222,closed,closed,other,44
1223,closed,closed,other,44
1224,closed,closed,other,44
1225,closed,closed,other,44
1226,closed,closed,other,44
1227,closed,closed,other,44
1228,closed,closed,other,44
1229,closed,closed,other,44
1230,closed,closed,other,44
1231,closed,closed,other,44
1232,closed,closed,other,44
1233,closed,closed,other,44
1234,closed,closed,other,44
1235,closed,closed,other,44
1236,closed,closed,other,44
1237,closed,closed,other,44
1238,closed,closed,other,44
1239,closed,closed,other,44
1240,closed,closed,other,44
1241,closed,closed,other,44
1242,closed,closed,other,44
1243,closed,closed,other,44
1244,closed,closed,other,44
1245,closed,closed,other,44
1246,closed,closed,other,44
1247,closed,closed,other,44
1248,closed,closed,other,44
1249,open,closed,other,44
1250,open,closed,other,44
1251,open,closed,other,44
1252,open,closed,other,44
1253,open,closed,other,44
1254,open,closed,other,44
1255,open,closed,other,44
1256,open,closed,other,44
1257,open,closed,other,44
1258,open,closed,other,44
1259,open,closed,other,44
1260,open,closed,other,44
1261,open,closed,other,44
1262,open,closed,other,44
1263,open,closed,other,44
1264,open,closed,other,44
1265,closed,closed,other,44
1266,closed,closed,other,44
1267,closed,closed,other,44
1268,closed,closed,other,44
1269,closed,closed,other,44
1270,closed,closed,other,44
1271,closed,closed,other,44
1272,closed,closed,other,44
1273,closed,closed,other,44
1274,closed,closed,other,44
1275,closed,closed,other,44
1276,closed,closed,other,44
1277,closed,closed,other,44
1278,closed,closed,other,44
1279,closed,closed,other,44
1280,closed,closed,other,44
1281,closed,closed,other,44
1282,closed,closed,other,44
1283,closed,closed,other,44
1284,closed,closed,other,44
1285,closed,closed,other,44
1286,closed,closed,other,44
1287,closed,closed,other,44
1288,closed,closed,other,44
1289,closed,closed,other,44
1290,closed,closed,other,44
1291,closed,closed,other,44
1292,closed,closed,other,44
1293,closed,closed,other,44
1294,closed,closed,other,44
1295,closed,closed,other,44
1296,closed,closed,other,44
1297,open,open,other,44
1298,open,open,other,44
1299,open,open,other,44
1300,open,open,other,44
1301,open,open,other,44
1302,open,open,other,44
1303,open,open,other,44
1304,open,open,other,44
1305,open,open,other,44
1306,open,open,other,44
1307,open,closed,other,44
1308,open,closed,other,44
1309,closed,closed,other,44
1310,closed,closed,other,44
1311,closed,closed,other,44
1312,closed,closed,other,44
1313,closed,closed,other,44
1314,closed,closed,other,44
1315,closed,closed,other,44
1316,closed,closed,other,44
1317,closed,closed,other,44
1318,closed,closed,other,44
1319,closed,closed,other,44
1320,closed,closed,other,44
1321,closed,closed,other,44
1322,closed,closed,other,44
1323,closed,closed,other,44
1324,open,closed,other,44
1325,open,closed,other,44
1326,open,closed,other,44
1327,open,closed,other,44
1328,open,closed,other,44
1329,open,closed,other,44
1330,open,closed,other,44
1331,open,closed,other,44
1332,open,closed,other,44
1333,open,closed,other,44
1334,open,closed,other,44
1335,open,closed,other,44
1336,open,closed,other,44
1337,open,closed,other,44
1338,open,closed,other,44
1339,open,closed,other,44
1340,open,closed,other,44
1341,open,closed,other,44
1342,open,closed,other,44
1343,open,closed,other,44
1344,open,closed,other,44
1345,open,closed,other,44
1346,open,closed,other,44
1347,open,closed,other,44
1348,open,closed,other,44
1349,open,closed,other,44
1350,open,closed,other,44
1351,open,closed,other,44
1352,open,closed,other,44
1353,open,closed,other,44
1354,open,closed,other,44
1355,open,closed,other,44
1356,open,closed,other,44
1357,open,closed,other,44
1358,open,closed,other,44
1359,open,closed,other,44
1360,open,closed,other,44
1361,open,closed,other,44
1362,open,closed,other,44
1363,open,closed,other,44
1364,open,closed,other,44
1365,open,closed,other,44
1366,open,closed,other,44
1367,open,closed,other,44
1368,open,closed,other,44
1369,open,closed,other,44
1370,open,closed,other,44
1371,open,closed,other,44
1372,closed,closed,other,44
1373,closed,closed,other,44
1374,closed,closed,other,44
1375,closed,closed,other,44
1376,closed,closed,other,44
1377,closed,closed,other,44
1378,closed,closed,other,44
1379,closed,closed,other,44
1380,closed,closed,other,44
1381,closed,closed,other,44
1382,closed,closed,other,44
1383,closed,closed,other,44
1384,closed,closed,other,44
1385,closed,closed,other,44
1386,closed,closed,other,44
1387,open,closed,other,44
1388,open,closed,other,44
1389,open,closed,other,44
1390,open,closed,other,44
1391,open,closed,other,44
1392,open,closed,other,44
1393,open,closed,other,44
1394,open,closed,other,44
1395,open,closed,other,44
1396,open,closed,other,44
1397,open,closed,other,44
1398,closed,closed,other,44
1399,closed,closed,other,44
1400,closed,closed,other,44
1401,closed,closed,other,44
1402,closed,closed,other,44
1403,closed,closed,other,44
1404,closed,closed,other,44
1405,closed,closed,other,44
1406,closed,closed,other,44
1407,closed,closed,other,44
1408,open,closed,other,44
1409,open,closed,other,44
1410,open,closed,other,44
1411,open,closed,other,44
1412,open,closed,other,44
1413,open,closed,other,44
1414,open,open,other,44
1415,open,open,other,44
1416,open,open,other,44
1417,open,open,other,44
1418,open,open,other,44
1419,open,open,other,44
1420,open,open,other,44
1421,open,open,other,44
1422,open,open,other,44
1423,open,open,other,44
1424,open,open,other,44
1425,open,open,other,44
1426,open,open,other,44
1427,open,open,other,44
1428,open,open,other,44
1429,open,open,other,44
1430,open,open,other,44
1431,open,closed,other,44
1432,open,closed,other,44
1433,open,closed,other,44
1434,open,closed,other,44
1435,open,closed,other,44
1436,open,closed,other,44
1437,closed,closed,other,44
1438,closed,closed,other,44
1439,closed,closed,other,44
1440,closed,closed,other,44
1441,closed,closed,other,44
1442,closed,closed,other,44
1443,closed,closed,other,44
1444,closed,closed,other,44
1445,closed,closed,other,44
1446,closed,closed,other,44
1447,closed,closed,other,44
1448,closed,closed,other,44
1449,closed,closed,other,44
1450,closed,closed,other,44
1451,closed,closed,other,44
1452,closed,closed,other,44
1453,closed,closed,other,44
1454,closed,closed,other,44
1455,closed,closed,other,44
1456,closed,closed,other,44
1457,closed,closed,other,44
1458,closed,closed,other,44
1459,closed,closed,other,44
1460,closed,closed,other,44
1461,closed,closed,other,44
1462,closed,closed,other,44
1463,open,open,other,44
1464,open,open,other,44
1465,open,open,other,44
1466,open,open,other,44
1467,open,open,other,44
1468,open,open,other,44
1469,open,open,other,44
1470,open,open,other,44
1471,open,open,other,44
1472,open,open,other,44
1473,open,open,other,44
1474,open,closed,other,44
1475,open,closed,other,44
1476,closed,closed,other,44
1477,closed,closed,other,44
1478,closed,closed,other,44
1479,closed,closed,other,44
1480,closed,closed,other,44
1481,closed,closed,other,44
1482,closed,closed,other,44
1483,closed,closed,other,44
1484,closed,closed,other,44
1485,closed,closed,other,44
1486,closed,closed,other,44
1487,closed,closed,other,44
1488,closed,closed,other,44
1489,closed,closed,other,44
1490,closed,closed,other,44
1491,closed,closed,other,44
1492,closed,closed,other,44
1493,closed,closed,other,44
1494,closed,closed,other,44
1495,closed,closed,other,44
1496,closed,closed,other,44
1497,closed,closed,other,44
1498,closed,closed,other,44
1499,closed,closed,other,44
1500,closed,closed,other,44
1501,closed,closed,other,44
1502,closed,closed,other,44
1503,closed,closed,other,44
1504,closed,closed,other,44
1505,closed,closed,other,44
1506,closed,closed,other,44
1507,closed,closed,other,44
1508,closed,closed,other,44
1509,closed,closed,other,44
1510,closed,closed,other,44
1511,closed,closed,other,44
1512,closed,closed,other,44
1513,closed,closed,other,44
1514,closed,closed,other,44
1515,closed,closed,other,44
1516,closed,closed,other,44
1517,closed,closed,other,44
1518,closed,closed,other,44
1519,closed,closed,other,44
1520,closed,closed,other,44
1521,closed,closed,other,44
1522,closed,closed,other,44
1523,closed,closed,other,44
1524,closed,closed,other,44
1525,closed,closed,other,44
1526,closed,closed,other,44
1527,closed,closed,other,44
1528,closed,closed,other,44
1529,closed,closed,other,44
1530,closed,closed,other,44
1531,closed,closed,other,44
1532,closed,closed,other,44
1533,closed,closed,other,44
1534,closed,closed,other,44
