frame,timestamp,aspect_ratio_nose_to_lips_lips_to_chin,lips_label,teeth_label
525,17.501140808344196,0.4656089461229798,Closed,Open
526,17.534476314645804,0.4690170680299966,Closed,Open
527,17.567811820947412,0.4700982067095091,Closed,Open
528,17.60114732724902,0.4366042902137613,Closed,Closed
529,17.634482833550628,0.4004900711419847,Closed,Closed
530,17.667818339852236,0.3719496340514236,Closed,Closed
531,17.701153846153847,0.4065503559566228,Closed,Closed
532,17.734489352455455,0.3818711637707125,Closed,Closed
533,17.767824858757063,0.4532000016094126,Closed,Open
534,17.80116036505867,0.4707147932653708,Closed,Open
535,17.83449587136028,0.5632722636889892,Closed,Open
536,17.867831377661886,0.6263854715554539,Open,Open
537,17.901166883963494,0.6122405242633578,Open,Open
538,17.934502390265102,0.5874843665893906,Closed,Open
539,17.96783789656671,0.5910149611926873,Closed,Open
540,18.001173402868318,0.6372822692828238,Open,Open
541,18.03450890916993,0.5913942328721801,Closed,Open
542,18.067844415471537,0.4993462517710856,Closed,Open
543,18.10117992177314,0.4828788641111962,Closed,Open
544,18.13451542807475,0.4908670550230764,Closed,Open
545,18.167850934376357,0.4925982999552866,Closed,Open
546,18.201186440677965,0.4546815001782051,Closed,Open
547,18.234521946979573,0.4637905773490683,Closed,Open
548,18.26785745328118,0.4559223273095165,Closed,Open
549,18.30119295958279,0.4532775778741099,Closed,Open
550,18.334528465884397,0.449196296868922,Closed,Open
551,18.367863972186004,0.4370357169756256,Closed,Closed
552,18.401199478487612,0.4613703076278783,Closed,Open
553,18.43453498478922,0.4318411452652784,Closed,Closed
554,18.467870491090828,0.3960026213981014,Closed,Closed
555,18.501205997392436,0.3327342777225033,Closed,Closed
556,18.534541503694044,0.3461372378956738,Closed,Closed
557,18.56787700999565,0.3627122544839036,Closed,Closed
558,18.601212516297263,0.383147750562385,Closed,Closed
559,18.63454802259887,0.414255052322871,Closed,Closed
560,18.66788352890048,0.4868202257091979,Closed,Open
561,18.701219035202087,0.5437021328244679,Closed,Open
562,18.734554541503694,0.5738044424191016,Closed,Open
563,18.767890047805302,0.5639433187556735,Closed,Open
564,18.80122555410691,0.5724784028097551,Closed,Open
565,18.83456106040852,0.4915391523114242,Closed,Open
566,18.86789656671013,0.4650211106099257,Closed,Open
567,18.901232073011737,0.471188319843689,Closed,Open
568,18.93456757931334,0.4774423729752054,Closed,Open
569,18.96790308561495,0.4709851804408332,Closed,Open
570,19.001238591916557,0.4252761101844447,Closed,Closed
571,19.034574098218165,0.4025544574659958,Closed,Closed
572,19.067909604519773,0.4366033461500955,Closed,Closed
573,19.10124511082138,0.439808524560153,Closed,Closed
574,19.13458061712299,0.3992995280132788,Closed,Closed
575,19.167916123424597,0.4202038950996166,Closed,Closed
576,19.201251629726205,0.4135711271090636,Closed,Closed
577,19.234587136027812,0.3719205198647242,Closed,Closed
578,19.26792264232942,0.4090505691344406,Closed,Closed
579,19.301258148631028,0.3722957387835351,Closed,Closed
580,19.334593654932636,0.3599408853602347,Closed,Closed
581,19.367929161234244,0.3715126263841039,Closed,Closed
582,19.40126466753585,0.4119060500031533,Closed,Closed
583,19.43460017383746,0.4212715833932992,Closed,Closed
584,19.467935680139068,0.4124039375427568,Closed,Closed
585,19.50127118644068,0.4729807116930703,Closed,Open
586,19.534606692742287,0.3804202678488966,Closed,Closed
587,19.567942199043895,0.4107244528893776,Closed,Closed
588,19.601277705345503,0.375730592365968,Closed,Closed
589,19.63461321164711,0.4426900460476417,Closed,Closed
590,19.66794871794872,0.4228592959602479,Closed,Closed
591,19.70128422425033,0.3860560857052297,Closed,Closed
592,19.734619730551938,0.3681682387630361,Closed,Closed
593,19.767955236853545,0.3896006744400302,Closed,Closed
594,19.80129074315515,0.4267304811679649,Closed,Closed
595,19.83462624945676,0.4066386565959579,Closed,Closed
596,19.867961755758365,0.4478300602187172,Closed,Open
597,19.901297262059973,0.4899297116421267,Closed,Open
598,19.93463276836158,0.4750412144563845,Closed,Open
599,19.96796827466319,0.4692726037452268,Closed,Open
600,20.001303780964797,0.4876072848387746,Closed,Open
601,20.034639287266405,0.4280186911806539,Closed,Closed
602,20.067974793568013,0.4326622798954,Closed,Closed
603,20.10131029986962,0.4652474475593898,Closed,Open
604,20.13464580617123,0.4327899996319249,Closed,Closed
605,20.167981312472836,0.4225664393559767,Closed,Closed
606,20.201316818774444,0.4182378612518265,Closed,Closed
607,20.234652325076052,0.4068464035508638,Closed,Closed
608,20.26798783137766,0.380133570563325,Closed,Closed
609,20.301323337679268,0.4234993410871255,Closed,Closed
610,20.334658843980876,0.4014888152121283,Closed,Closed
611,20.367994350282483,0.4171856363490126,Closed,Closed
612,20.401329856584095,0.3864939758404984,Closed,Closed
613,20.434665362885703,0.4220572279059797,Closed,Closed
614,20.46800086918731,0.4234941225095124,Closed,Closed
615,20.50133637548892,0.4419692156301916,Closed,Closed
616,20.534671881790526,0.4226204103134898,Closed,Closed
617,20.568007388092138,0.4151971102287995,Closed,Closed
618,20.601342894393746,0.414955161185069,Closed,Closed
619,20.63467840069535,0.4230782471736253,Closed,Closed
620,20.66801390699696,0.4033173627944148,Closed,Closed
621,20.70134941329857,0.4205227440202752,Closed,Closed
622,20.734684919600173,0.4533698815440071,Closed,Open
623,20.76802042590178,0.4506532144374665,Closed,Open
624,20.80135593220339,0.4199119912757031,Closed,Closed
625,20.834691438504997,0.4697060405730861,Closed,Open
626,20.868026944806605,0.4335825739559257,Closed,Closed
627,20.901362451108213,0.4457050819753316,Closed,Open
628,20.93469795740982,0.4491371037122567,Closed,Open
629,20.96803346371143,0.4243517278719715,Closed,Closed
630,21.001368970013036,0.4457050819753316,Closed,Open
631,21.034704476314644,0.4569267094109636,Closed,Open
632,21.068039982616252,0.444382121210336,Closed,Closed
633,21.10137548891786,0.4449462223502347,Closed,Open
634,21.134710995219468,0.4947891260871136,Closed,Open
635,21.168046501521076,0.4836204889724431,Closed,Open
636,21.201382007822684,0.4836361336223605,Closed,Open
637,21.23471751412429,0.5217071551959286,Closed,Open
638,21.2680530204259,0.5038310202606585,Closed,Open
639,21.30138852672751,0.5064258615875294,Closed,Open
640,21.33472403302912,0.5366432565232844,Closed,Open
641,21.368059539330726,0.5161837108454461,Closed,Open
642,21.401395045632334,0.5406090629415884,Closed,Open
643,21.434730551933946,0.5548654946558446,Closed,Open
644,21.46806605823555,0.5476001664395524,Closed,Open
645,21.50140156453716,0.4871654576290388,Closed,Open
646,21.53473707083877,0.5008985215181418,Closed,Open
647,21.568072577140377,0.4787824590752553,Closed,Open
648,21.60140808344198,0.4547812734560353,Closed,Open
649,21.63474358974359,0.452887183395456,Closed,Open
650,21.668079096045197,0.4313486744318665,Closed,Closed
651,21.701414602346805,0.4529839050508192,Closed,Open
652,21.734750108648413,0.4458817046124789,Closed,Open
653,21.76808561495002,0.4230519377962601,Closed,Closed
654,21.80142112125163,0.4038283865962158,Closed,Closed
655,21.834756627553237,0.4064783112176412,Closed,Closed
656,21.868092133854844,0.4143204802650287,Closed,Closed
657,21.901427640156452,0.4087258253004331,Closed,Closed
658,21.93476314645806,0.4265563067611574,Closed,Closed
659,21.968098652759668,0.4230288874265154,Closed,Closed
660,22.001434159061276,0.4367724407091871,Closed,Closed
661,22.034769665362884,0.4371692479804171,Closed,Closed
662,22.06810517166449,0.4363019991973742,Closed,Closed
663,22.1014406779661,0.4230885202497788,Closed,Closed
664,22.134776184267707,0.4190273780513357,Closed,Closed
665,22.168111690569315,0.4451600528342008,Closed,Open
666,22.201447196870923,0.4249272202084172,Closed,Closed
667,22.234782703172534,0.4145446530933006,Closed,Closed
668,22.268118209474142,0.4283211423015528,Closed,Closed
669,22.30145371577575,0.3947491664451428,Closed,Closed
670,22.33478922207736,0.4246324208789893,Closed,Closed
671,22.36812472837897,0.4248503487523593,Closed,Closed
672,22.401460234680577,0.4480192156425678,Closed,Open
673,22.43479574098218,0.4288500957296035,Closed,Closed
674,22.46813124728379,0.4044813731271713,Closed,Closed
675,22.501466753585397,0.4089951725015927,Closed,Closed
676,22.534802259887005,0.4336407712319264,Closed,Closed
677,22.568137766188613,0.4410257605158788,Closed,Closed
678,22.60147327249022,0.410100280365011,Closed,Closed
679,22.63480877879183,0.4196837923088652,Closed,Closed
680,22.668144285093437,0.4262135979624334,Closed,Closed
681,22.701479791395045,0.4200906502511849,Closed,Closed
682,22.734815297696652,0.4428816708223282,Closed,Closed
683,22.76815080399826,0.4417447452845315,Closed,Closed
684,22.801486310299868,0.4285772286597835,Closed,Closed
685,22.834821816601476,0.428627071646338,Closed,Closed
686,22.868157322903084,0.421311682440695,Closed,Closed
687,22.90149282920469,0.4323964888265029,Closed,Closed
688,22.9348283355063,0.4304360128176912,Closed,Closed
689,22.968163841807907,0.4630428648801893,Closed,Open
690,23.001499348109515,0.4400372924647201,Closed,Closed
691,23.034834854411123,0.4403514757281392,Closed,Closed
692,23.06817036071273,0.441275070522324,Closed,Closed
693,23.10150586701434,0.4349854351206754,Closed,Closed
694,23.13484137331595,0.4417730781908406,Closed,Closed
695,23.16817687961756,0.4327494045445225,Closed,Closed
696,23.20151238591917,0.4237783127058691,Closed,Closed
697,23.234847892220778,0.4655201956311315,Closed,Open
698,23.268183398522385,0.42817629627128,Closed,Closed
699,23.30151890482399,0.4529278154237083,Closed,Open
700,23.3348544111256,0.4519679570736547,Closed,Open
701,23.368189917427205,0.4163225133505385,Closed,Closed
702,23.401525423728813,0.4566970483218476,Closed,Open
703,23.43486093003042,0.4607101359007234,Closed,Open
704,23.46819643633203,0.4421315201839602,Closed,Closed
705,23.501531942633637,0.4420727598225067,Closed,Closed
706,23.534867448935245,0.4600932772327686,Closed,Open
707,23.568202955236853,0.4483939165099661,Closed,Open
708,23.60153846153846,0.4042326683293273,Closed,Closed
709,23.63487396784007,0.4594748487778585,Closed,Open
710,23.668209474141676,0.4192674980240286,Closed,Closed
711,23.701544980443284,0.4340111184860695,Closed,Closed
712,23.734880486744892,0.451938453788867,Closed,Open
713,23.7682159930465,0.4748516691741702,Closed,Open
714,23.801551499348108,0.4347197821370555,Closed,Closed
715,23.834887005649716,0.4410960720569674,Closed,Closed
716,23.868222511951323,0.4717949926009656,Closed,Open
717,23.90155801825293,0.4681502910286688,Closed,Open
718,23.93489352455454,0.4507368663055878,Closed,Open
719,23.968229030856147,0.5127315355744433,Closed,Open
720,24.001564537157755,0.5089111280740504,Closed,Open
721,24.034900043459366,0.5243652988840917,Closed,Open
722,24.068235549760978,0.5577519076860687,Closed,Open
723,24.101571056062586,0.5034451155294072,Closed,Open
724,24.13490656236419,0.613075907996324,Open,Open
725,24.1682420686658,0.6073657977515906,Closed,Open
726,24.20157757496741,0.2641601647222811,Closed,Closed
727,24.234913081269013,0.4758453167893642,Closed,Open
728,24.26824858757062,0.5988494716163423,Closed,Open
729,24.30158409387223,0.5005938334791737,Closed,Open
730,24.334919600173837,0.4684730379390301,Closed,Open
731,24.368255106475445,0.4646230708058597,Closed,Open
732,24.401590612777053,0.4685596855089844,Closed,Open
733,24.43492611907866,0.5156143517862878,Closed,Open
734,24.46826162538027,0.5168496060431691,Closed,Open
735,24.501597131681876,0.5015270797920148,Closed,Open
736,24.534932637983484,0.4793390443730038,Closed,Open
737,24.568268144285092,0.4700018447879181,Closed,Open
738,24.6016036505867,0.3851744237852034,Closed,Closed
739,24.634939156888308,0.3998291619583118,Closed,Closed
740,24.668274663189916,0.4628730613339847,Closed,Open
741,24.701610169491524,0.4785999255774801,Closed,Open
742,24.73494567579313,0.468296916418407,Closed,Open
743,24.76828118209474,0.2835435768800809,Closed,Closed
744,24.801616688396347,0.1929396928954163,Closed,Closed
745,24.834952194697955,0.5849015400931918,Closed,Open
746,24.868287700999563,0.3827797246571376,Closed,Closed
747,24.90162320730117,0.4860062324684006,Closed,Open
748,24.934958713602786,0.468074789715978,Closed,Open
749,24.96829421990439,0.462815736661789,Closed,Open
750,25.001629726206,0.4448100078557446,Closed,Open
751,25.03496523250761,0.444653528223269,Closed,Open
752,25.068300738809217,0.4355199981365736,Closed,Closed
753,25.10163624511082,0.4275587358733442,Closed,Closed
754,25.13497175141243,0.4763664957213017,Closed,Open
755,25.168307257714037,0.4564710071825642,Closed,Open
756,25.201642764015645,0.4281217792075852,Closed,Closed
757,25.234978270317253,0.4257440314878493,Closed,Closed
758,25.26831377661886,0.3859858825007088,Closed,Closed
759,25.30164928292047,0.3463547491865372,Closed,Closed
760,25.334984789222077,0.3696891799122097,Closed,Closed
761,25.368320295523684,0.4542779820511897,Closed,Open
762,25.401655801825292,0.5149832906031824,Closed,Open
763,25.4349913081269,0.5526530500943432,Closed,Open
764,25.468326814428508,0.5717026502886714,Closed,Open
765,25.501662320730116,0.5643091048573443,Closed,Open
766,25.534997827031724,0.586406017494346,Closed,Open
767,25.56833333333333,0.5850646600231885,Closed,Open
768,25.60166883963494,0.5336665625650533,Closed,Open
769,25.635004345936547,0.5071260064834768,Closed,Open
770,25.668339852238155,0.4839074957575839,Closed,Open
771,25.701675358539763,0.4221494009607469,Closed,Closed
772,25.73501086484137,0.4512220871712947,Closed,Open
773,25.76834637114298,0.4230371654362536,Closed,Closed
774,25.801681877444587,0.4365429470249742,Closed,Closed
775,25.8350173837462,0.4152254303352096,Closed,Closed
776,25.86835289004781,0.4086313099550081,Closed,Closed
777,25.901688396349417,0.3864391707223351,Closed,Closed
778,25.93502390265102,0.3673701478485814,Closed,Closed
779,25.96835940895263,0.3892843745217265,Closed,Closed
780,26.001694915254237,0.4123922720903322,Closed,Closed
781,26.035030421555845,0.390264986056046,Closed,Closed
782,26.068365927857453,0.35922350014893,Closed,Closed
783,26.10170143415906,0.4052976443211231,Closed,Closed
784,26.13503694046067,0.4798910628953318,Closed,Open
785,26.168372446762277,0.536395095707378,Closed,Open
786,26.201707953063885,0.577736962261936,Closed,Open
787,26.235043459365492,0.5311294393668762,Closed,Open
788,26.2683789656671,0.5508406433485468,Closed,Open
789,26.301714471968708,0.5057608045472771,Closed,Open
790,26.335049978270316,0.466635974154173,Closed,Open
791,26.368385484571924,0.407799320471594,Closed,Closed
792,26.40172099087353,0.3642268295139106,Closed,Closed
793,26.43505649717514,0.3699720412784545,Closed,Closed
794,26.468392003476747,0.3633277232927316,Closed,Closed
795,26.501727509778355,0.375746365375922,Closed,Closed
796,26.535063016079963,0.4636210138080935,Closed,Open
797,26.56839852238157,0.3668031648556173,Closed,Closed
798,26.60173402868318,0.3781134441007408,Closed,Closed
799,26.635069534984787,0.3296399579005182,Closed,Closed
800,26.668405041286395,0.2847714513843832,Closed,Closed
801,26.701740547588003,0.3058402166840324,Closed,Closed
802,26.735076053889617,0.5071783045165659,Closed,Open
803,26.768411560191225,0.5568274411324652,Closed,Open
804,26.80174706649283,0.6233758367073042,Open,Open
805,26.83508257279444,0.6183582230164117,Open,Open
806,26.868418079096045,0.3559434725522001,Closed,Closed
807,26.901753585397653,0.5198867895834811,Closed,Open
808,26.93508909169926,0.479335988605751,Closed,Open
809,26.96842459800087,0.4715461475092011,Closed,Open
810,27.001760104302477,0.33352391844515,Closed,Closed
811,27.035095610604085,0.3522606864821505,Closed,Closed
812,27.068431116905693,0.4503261460837642,Closed,Open
813,27.1017666232073,0.4316375549579035,Closed,Closed
814,27.13510212950891,0.4689195721523689,Closed,Open
815,27.168437635810516,0.4314317865690019,Closed,Closed
816,27.201773142112124,0.3860814987454177,Closed,Closed
817,27.235108648413732,0.365019441702804,Closed,Closed
818,27.26844415471534,0.4105712555045537,Closed,Closed
819,27.301779661016948,0.5163909624969094,Closed,Open
820,27.335115167318556,0.593419039074318,Closed,Open
821,27.368450673620163,0.571585769148567,Closed,Open
822,27.40178617992177,0.60670168258849,Closed,Open
823,27.43512168622338,0.6282683845399136,Open,Open
824,27.468457192524987,0.5575565810151552,Closed,Open
825,27.501792698826595,0.504057014974201,Closed,Open
826,27.535128205128203,0.4794999468032824,Closed,Open
827,27.56846371142981,0.3950631154375618,Closed,Closed
828,27.60179921773142,0.4568294709960041,Closed,Open
829,27.635134724033023,0.3836933630391038,Closed,Closed
830,27.66847023033464,0.413655196291703,Closed,Closed
831,27.70180573663625,0.3912754102937055,Closed,Closed
832,27.735141242937853,0.3902307136291326,Closed,Closed
833,27.76847674923946,0.3621541861430781,Closed,Closed
834,27.80181225554107,0.3725386208667421,Closed,Closed
835,27.835147761842677,0.3826967887860047,Closed,Closed
836,27.868483268144285,0.3578653714294681,Closed,Closed
837,27.901818774445893,0.3828207467443882,Closed,Closed
838,27.9351542807475,0.5236308776912522,Closed,Open
839,27.96848978704911,0.603544396335962,Closed,Open
840,28.001825293350716,0.589396295002629,Closed,Open
841,28.035160799652324,0.6243429546720652,Open,Open
842,28.068496305953932,0.526433167312551,Closed,Open
843,28.10183181225554,0.4946312762887909,Closed,Open
844,28.135167318557148,0.4639423393335943,Closed,Open
845,28.168502824858756,0.4378468277372642,Closed,Closed
846,28.201838331160364,0.4454609232154304,Closed,Open
847,28.23517383746197,0.4439060537667028,Closed,Closed
848,28.26850934376358,0.4448643485900277,Closed,Open
849,28.301844850065187,0.4392072654305135,Closed,Closed
850,28.335180356366795,0.4438162956881757,Closed,Closed
851,28.368515862668403,0.4280137926938903,Closed,Closed
852,28.40185136897001,0.4226197033889072,Closed,Closed
853,28.43518687527162,0.4059599490051536,Closed,Closed
854,28.468522381573223,0.4178122653745544,Closed,Closed
855,28.50185788787483,0.4406567982681018,Closed,Closed
856,28.53519339417644,0.3961769004678758,Closed,Closed
857,28.568528900478057,0.3622554043872388,Closed,Closed
858,28.60186440677966,0.4616758138278425,Closed,Open
859,28.63519991308127,0.4738895102472796,Closed,Open
860,28.668535419382877,0.4313295510212754,Closed,Closed
861,28.701870925684485,0.4304140269378052,Closed,Closed
862,28.735206431986093,0.4437328220287495,Closed,Closed
863,28.7685419382877,0.4335983911425687,Closed,Closed
864,28.80187744458931,0.4085743488230154,Closed,Closed
865,28.835212950890917,0.4371692479804171,Closed,Closed
866,28.868548457192524,0.3732469448955149,Closed,Closed
867,28.901883963494132,0.365947711019919,Closed,Closed
868,28.93521946979574,0.4452990083473942,Closed,Open
869,28.968554976097348,0.5317097213531787,Closed,Open
870,29.001890482398956,0.5782532713576245,Closed,Open
871,29.035225988700564,0.6026129361841379,Closed,Open
872,29.06856149500217,0.6485175238048194,Open,Open
873,29.10189700130378,0.5989949115315423,Closed,Open
874,29.135232507605387,0.4899478541186819,Closed,Open
875,29.168568013906995,0.503848205016779,Closed,Open
876,29.201903520208603,0.4846121616383684,Closed,Open
877,29.23523902651021,0.450319114293556,Closed,Open
878,29.26857453281182,0.4509073101040983,Closed,Open
879,29.301910039113427,0.4398118720073626,Closed,Closed
880,29.33524554541503,0.4321005581578993,Closed,Closed
881,29.36858105171664,0.4111476145761914,Closed,Closed
882,29.40191655801825,0.4138280716308834,Closed,Closed
883,29.435252064319855,0.3556713181864991,Closed,Closed
884,29.46858757062147,0.3899073034454013,Closed,Closed
885,29.501923076923077,0.3407215085024034,Closed,Closed
886,29.535258583224685,0.3660132202622432,Closed,Closed
887,29.568594089526293,0.4237878883152255,Closed,Closed
888,29.6019295958279,0.5353287489799518,Closed,Open
889,29.63526510212951,0.6091344927832142,Closed,Open
890,29.668600608431117,0.6112623683166121,Closed,Open
891,29.701936114732725,0.6026702192426041,Closed,Open
892,29.735271621034332,0.4120211555323507,Closed,Closed
893,29.76860712733594,0.3705750595216813,Closed,Closed
894,29.801942633637548,0.4461406469216745,Closed,Open
895,29.835278139939156,0.4603667174896133,Closed,Open
896,29.868613646240764,0.4290630287454242,Closed,Closed
897,29.90194915254237,0.42305741296254,Closed,Closed
898,29.93528465884398,0.4447767143320703,Closed,Open
899,29.968620165145587,0.4197276314882792,Closed,Closed
900,30.001955671447195,0.412707027581377,Closed,Closed
901,30.035291177748803,0.3888216955137684,Closed,Closed
902,30.06862668405041,0.3875059370828233,Closed,Closed
903,30.10196219035202,0.3496860736015866,Closed,Closed
904,30.135297696653627,0.3596724890570199,Closed,Closed
905,30.168633202955235,0.4341907813569798,Closed,Closed
906,30.201968709256843,0.4785366129910017,Closed,Open
907,30.23530421555845,0.5560677624776291,Closed,Open
908,30.26863972186006,0.4575108892640291,Closed,Open
909,30.301975228161663,0.6461353497227762,Open,Open
910,30.33531073446327,0.6480290761763546,Open,Open
911,30.368646240764885,0.6058238748497988,Closed,Open
912,30.401981747066493,0.5541035252762335,Closed,Open
913,30.4353172533681,0.4523223743908399,Closed,Open
914,30.46865275966971,0.3612154029914079,Closed,Closed
915,30.501988265971317,0.3847369576194887,Closed,Closed
916,30.535323772272925,0.4554177699778318,Closed,Open
917,30.568659278574533,0.455971129916244,Closed,Open
918,30.60199478487614,0.446919161235506,Closed,Open
919,30.63533029117775,0.4695582864404155,Closed,Open
920,30.668665797479356,0.4324094445701884,Closed,Closed
921,30.702001303780964,0.4256613317737113,Closed,Closed
922,30.735336810082572,0.3508353753533615,Closed,Closed
923,30.76867231638418,0.3427172867865238,Closed,Closed
924,30.802007822685788,0.4031128874149274,Closed,Closed
925,30.835343328987395,0.5119435690875231,Closed,Open
926,30.868678835289003,0.4922789754858974,Closed,Open
927,30.90201434159061,0.4612317412210548,Closed,Open
928,30.93534984789222,0.4749700298799544,Closed,Open
929,30.968685354193827,0.4148860894977002,Closed,Closed
930,31.002020860495435,0.3588378783175721,Closed,Closed
931,31.035356366797043,0.2938638796903027,Closed,Closed
932,31.06869187309865,0.2481391418294686,Closed,Closed
933,31.10202737940026,0.4747360915020442,Closed,Open
934,31.135362885701863,0.4954060061399183,Closed,Open
935,31.16869839200347,0.3803391422733901,Closed,Closed
936,31.20203389830508,0.451681218553534,Closed,Open
937,31.23536940460669,0.4566625429814118,Closed,Open
938,31.2687049109083,0.3719442719500652,Closed,Closed
939,31.30204041720991,0.4274258326830549,Closed,Closed
940,31.335375923511517,0.4061872295337942,Closed,Closed
941,31.368711429813125,0.3892797721214473,Closed,Closed
942,31.402046936114733,0.3918153713770435,Closed,Closed
943,31.43538244241634,0.3702241758678168,Closed,Closed
944,31.46871794871795,0.3276846390855595,Closed,Closed
945,31.502053455019556,0.3691418672412996,Closed,Closed
946,31.535388961321164,0.4266087346372879,Closed,Closed
947,31.568724467622772,0.5236246990782277,Closed,Open
948,31.60205997392438,0.5953140866383554,Closed,Open
949,31.635395480225988,0.6283400350041417,Open,Open
950,31.668730986527596,0.545350993649004,Closed,Open
951,31.702066492829204,0.5700232339300618,Closed,Open
952,31.73540199913081,0.514330893416225,Closed,Open
953,31.76873750543242,0.4865042554105199,Closed,Open
954,31.802073011734027,0.4718607063694151,Closed,Open
955,31.835408518035635,0.4787630264744321,Closed,Open
956,31.868744024337243,0.3832704930866787,Closed,Closed
957,31.90207953063885,0.3317120526448477,Closed,Closed
958,31.93541503694046,0.3259663836486685,Closed,Closed
959,31.968750543242063,0.4522242560624734,Closed,Open
960,32.00208604954368,0.4693212494167555,Closed,Open
961,32.03542155584528,0.3845773431291707,Closed,Closed
962,32.068757062146894,0.4036318217238898,Closed,Closed
963,32.1020925684485,0.4448570671788614,Closed,Open
964,32.13542807475011,0.4992616568925885,Closed,Open
965,32.168763581051714,0.5799484513175004,Closed,Open
966,32.202099087353325,0.6239749964095734,Open,Open
967,32.23543459365493,0.5720860129168863,Closed,Open
968,32.26877009995654,0.5419471384008454,Closed,Open
969,32.302105606258145,0.5313976097886771,Closed,Open
970,32.33544111255976,0.4754712713773268,Closed,Open
971,32.36877661886136,0.4951651441463647,Closed,Open
972,32.40211212516297,0.4898266615323054,Closed,Open
973,32.43544763146458,0.3680238633743641,Closed,Closed
974,32.46878313776619,0.4022970077656266,Closed,Closed
975,32.50211864406779,0.4580676783543204,Closed,Open
976,32.535454150369404,0.4339627857569877,Closed,Closed
977,32.56878965667101,0.4177821776077956,Closed,Closed
978,32.60212516297262,0.4202206156933029,Closed,Closed
979,32.63546066927423,0.339055132504327,Closed,Closed
980,32.668796175575835,0.3277231073214862,Closed,Closed
981,32.70213168187745,0.336713225428322,Closed,Closed
982,32.73546718817905,0.3707054251490126,Closed,Closed
983,32.76880269448066,0.4000395608743921,Closed,Closed
984,32.80213820078227,0.503294181720341,Closed,Open
985,32.83547370708388,0.5709538053671661,Closed,Open
986,32.86880921338548,0.5561320269673505,Closed,Open
987,32.902144719687094,0.6674391100184377,Open,Open
988,32.9354802259887,0.6871897334286432,Open,Open
989,32.96881573229031,0.6566418140869674,Open,Open
990,33.002151238591914,0.6866087774820188,Open,Open
991,33.035486744893525,0.6635281613684464,Open,Open
992,33.06882225119513,0.6579050068848505,Open,Open
993,33.10215775749674,0.6526650154982068,Open,Open
994,33.135493263798345,0.517176674324676,Closed,Open
995,33.16882877009996,0.5402074657187648,Closed,Open
996,33.20216427640156,0.3069632606504445,Closed,Closed
997,33.23549978270317,0.4838604275679055,Closed,Open
998,33.26883528900478,0.4605476135321439,Closed,Open
999,33.30217079530639,0.458467224226724,Closed,Open
1000,33.33550630160799,0.3544205917432484,Closed,Closed
1001,33.368841807909604,0.3894414919278195,Closed,Closed
1002,33.40217731421121,0.3579693605081584,Closed,Closed
1003,33.43551282051282,0.3652777833290586,Closed,Closed
1004,33.468848326814424,0.3225523619280362,Closed,Closed
1005,33.502183833116035,0.2958049868799057,Closed,Closed
1006,33.53551933941765,0.2690508170681266,Closed,Closed
1007,33.56885484571925,0.3508906672384285,Closed,Closed
1008,33.60219035202086,0.4201940677970538,Closed,Closed
1009,33.63552585832247,0.5724490911086557,Closed,Open
1010,33.66886136462408,0.6067560187110123,Closed,Open
1011,33.70219687092568,0.6069482709222535,Closed,Open
1012,33.735532377227294,0.6959199753451369,Open,Open
1013,33.7688678835289,0.564503582929536,Closed,Open
1014,33.80220338983051,0.5681890947433541,Closed,Open
1015,33.835538896132114,0.5230088026917912,Closed,Open
1016,33.868874402433725,0.4780133313204796,Closed,Open
1017,33.90220990873533,0.4749562141489321,Closed,Open
1018,33.93554541503694,0.4900374724524892,Closed,Open
1019,33.968880921338545,0.4412279240085054,Closed,Closed
1020,34.00221642764016,0.4429506567687278,Closed,Closed
1021,34.03555193394176,0.4814049143729772,Closed,Open
1022,34.06888744024337,0.4644111961175265,Closed,Open
1023,34.10222294654498,0.4630472549772418,Closed,Open
1024,34.13555845284659,0.4195219344693405,Closed,Closed
1025,34.16889395914819,0.4089673678794759,Closed,Closed
1026,34.202229465449804,0.3902106304573034,Closed,Closed
1027,34.23556497175141,0.3886056416702434,Closed,Closed
1028,34.26890047805302,0.4054918830088934,Closed,Closed
1029,34.302235984354624,0.4375925680696538,Closed,Closed
1030,34.335571490656235,0.5442924365877907,Closed,Open
1031,34.36890699695784,0.6020228882601135,Closed,Open
1032,34.40224250325945,0.6352326552151385,Open,Open
1033,34.43557800956106,0.6471201194608661,Open,Open
1034,34.46891351586267,0.627573049282691,Open,Open
1035,34.50224902216428,0.6342234593080264,Open,Open
1036,34.53558452846588,0.5908925327963301,Closed,Open
1037,34.568920034767494,0.4861340808625916,Closed,Open
1038,34.6022555410691,0.4883678490609236,Closed,Open
1039,34.63559104737071,0.4911114568194333,Closed,Open
1040,34.668926553672314,0.4494509203919616,Closed,Open
1041,34.702262059973926,0.4526236341136143,Closed,Open
1042,34.73559756627553,0.4637641894351298,Closed,Open
1043,34.76893307257714,0.4576666170688115,Closed,Open
1044,34.802268578878746,0.439107032381149,Closed,Closed
1045,34.83560408518036,0.4338916509170422,Closed,Closed
1046,34.86893959148196,0.4376822943284606,Closed,Closed
1047,34.90227509778357,0.4350993197099484,Closed,Closed
1048,34.93561060408518,0.4411264861599322,Closed,Closed
1049,34.96894611038679,0.4243517278719715,Closed,Closed
1050,35.00228161668839,0.425631211621694,Closed,Closed
1051,35.035617122990004,0.438694045979869,Closed,Closed
